benchmark,dataset_name,probe_label,probe_path,layer,token_position,pooling_mode,transfer_r2,transfer_rmse,transfer_mae,baseline_transfer_r2,baseline_transfer_rmse,baseline_transfer_mae,transfer_count
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/coordination__layer_-1__all_context__per_variate.pt,-1,all_context,per_variate,-0.012087667513451139,0.21732638175938168,0.19860988585824454,-57.9389119994486,1.6584578578587392,1.427742174826952,672.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/coordination__layer_-1__final_context__per_variate.pt,-1,final_context,per_variate,-0.07245907675208874,0.22371430116066152,0.1944573749467095,-57.93196238907087,1.6583600788590767,1.4276696939078843,42.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/coordination__layer_-1__final_context__series_mean.pt,-1,final_context,series_mean,-1.118005391554136,0.314388689744687,0.22913348606490433,-361.9977990531455,4.115810577781414,3.6544449021687027,6.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/coordination__layer_-1__first_decode__per_variate.pt,-1,first_decode,per_variate,-0.1391051868889508,0.23056070837039627,0.20193922256378136,-57.93196238907087,1.6583600788590767,1.4276696939078843,42.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/coordination__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.38358381125176666,0.25410085069896043,0.19291490897705302,-361.9977990531455,4.115810577781414,3.6544449021687027,6.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/coordination__layer_7__all_context__series_mean.pt,7,all_context,series_mean,-1.9296436826024754,0.36975221504620187,0.27683582320602707,-362.16498827642874,4.116758296969213,3.6553265859106365,96.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/current_burstiness__layer_-1__final_context__series_mean.pt,-1,final_context,series_mean,-0.20079029998521247,1245860.520277668,509451.66076294583,-0.19921689877081294,1245044.0242566436,509118.75274761516,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/current_burstiness__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.19921689781437535,1245044.02376015,509118.1345911026,-0.19921689877081294,1245044.0242566436,509118.75274761516,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/current_burstiness__layer_2__first_decode__per_variate.pt,2,first_decode,per_variate,-0.19989121660308462,1245394.018240789,509263.38341383706,-0.20079030766008676,1245860.5242591386,509456.6211198966,42.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/current_burstiness__layer_11__all_context__per_variate.pt,11,all_context,per_variate,-0.20011514679330422,1245510.2239039247,509289.5989873364,-0.20079030766008654,1245860.5242591386,509456.6211198966,672.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/current_burstiness__layer_11__all_context__series_mean.pt,11,all_context,series_mean,-0.1997765581088533,1245334.5135072253,509224.5222371532,-0.19921689877081294,1245044.0242566436,509118.75274761516,96.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/current_burstiness__layer_11__final_context__per_variate.pt,11,final_context,per_variate,-0.19947504216582912,1245178.0211163543,509164.61881000333,-0.20079030766008676,1245860.5242591386,509456.6211198966,42.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/current_sparsity__layer_-1__final_context__series_mean.pt,-1,final_context,series_mean,-0.8429781950781698,0.11848789679385419,0.08501254569133519,0.9999845759094003,0.00034277858049255844,0.00029029797541499976,6.0
