name,label,layer,token_position,pooling_mode,pc_1,pc_2,pc_3
current_sparsity__layer_-1__all_context__per_variate,current_sparsity,-1,all_context,per_variate,13.4789,0.14613056,0.31798193
current_sparsity__layer_-1__all_context__series_mean,current_sparsity,-1,all_context,series_mean,13.4977665,0.12972178,0.3043506
current_sparsity__layer_-1__final_context__per_variate,current_sparsity,-1,final_context,per_variate,13.508022,0.11190754,0.2868289
current_sparsity__layer_-1__final_context__series_mean,current_sparsity,-1,final_context,series_mean,13.50534,0.11855205,0.29469666
current_sparsity__layer_-1__first_decode__per_variate,current_sparsity,-1,first_decode,per_variate,13.359412,0.28862217,0.43965554
current_sparsity__layer_-1__first_decode__series_mean,current_sparsity,-1,first_decode,series_mean,13.432727,0.20468722,0.3682839
current_sparsity__layer_0__all_context__per_variate,current_sparsity,0,all_context,per_variate,15.037814,-0.12805587,0.36409038
current_sparsity__layer_0__all_context__series_mean,current_sparsity,0,all_context,series_mean,14.199741,0.004423449,0.32855037
current_sparsity__layer_0__final_context__per_variate,current_sparsity,0,final_context,per_variate,15.001857,-0.14294665,0.33289474
current_sparsity__layer_0__final_context__series_mean,current_sparsity,0,final_context,series_mean,14.234637,-0.007457144,0.31805566
current_sparsity__layer_0__first_decode__per_variate,current_sparsity,0,first_decode,per_variate,14.428695,0.13523805,0.476553
current_sparsity__layer_0__first_decode__series_mean,current_sparsity,0,first_decode,series_mean,13.940531,0.12835707,0.39025614
current_sparsity__layer_1__all_context__per_variate,current_sparsity,1,all_context,per_variate,16.741592,-0.23353527,0.43582556
current_sparsity__layer_1__all_context__series_mean,current_sparsity,1,all_context,series_mean,14.906914,-0.037048683,0.36022145
current_sparsity__layer_1__final_context__per_variate,current_sparsity,1,final_context,per_variate,16.494211,-0.23260856,0.4118304
current_sparsity__layer_1__final_context__series_mean,current_sparsity,1,final_context,series_mean,14.873267,-0.04547834,0.35097304
current_sparsity__layer_1__first_decode__per_variate,current_sparsity,1,first_decode,per_variate,15.052533,0.1336459,0.51663816
current_sparsity__layer_1__first_decode__series_mean,current_sparsity,1,first_decode,series_mean,14.182073,0.13530311,0.41011697
current_sparsity__layer_2__all_context__per_variate,current_sparsity,2,all_context,per_variate,17.219452,-0.1366532,0.45779
current_sparsity__layer_2__all_context__series_mean,current_sparsity,2,all_context,series_mean,15.114917,0.0004928111,0.37189287
current_sparsity__layer_2__final_context__per_variate,current_sparsity,2,final_context,per_variate,16.904861,-0.12729864,0.43757963
current_sparsity__layer_2__final_context__series_mean,current_sparsity,2,final_context,series_mean,15.063035,-0.0054302686,0.36451623
current_sparsity__layer_2__first_decode__per_variate,current_sparsity,2,first_decode,per_variate,15.2436075,0.21471262,0.5373012
current_sparsity__layer_2__first_decode__series_mean,current_sparsity,2,first_decode,series_mean,14.268951,0.16683172,0.42147207
current_sparsity__layer_3__all_context__per_variate,current_sparsity,3,all_context,per_variate,17.391245,-0.009204119,0.46136165
current_sparsity__layer_3__all_context__series_mean,current_sparsity,3,all_context,series_mean,15.210139,0.051905163,0.37666175
current_sparsity__layer_3__final_context__per_variate,current_sparsity,3,final_context,per_variate,17.004145,0.007919127,0.44422987
current_sparsity__layer_3__final_context__series_mean,current_sparsity,3,final_context,series_mean,15.118412,0.052459247,0.37134466
current_sparsity__layer_3__first_decode__per_variate,current_sparsity,3,first_decode,per_variate,15.484617,0.2830641,0.5483105
current_sparsity__layer_3__first_decode__series_mean,current_sparsity,3,first_decode,series_mean,14.383308,0.19457471,0.42885646
current_sparsity__layer_4__all_context__per_variate,current_sparsity,4,all_context,per_variate,17.384895,0.09753819,0.45206198
current_sparsity__layer_4__all_context__series_mean,current_sparsity,4,all_context,series_mean,15.245828,0.09525251,0.375999
current_sparsity__layer_4__final_context__per_variate,current_sparsity,4,final_context,per_variate,16.907074,0.1223239,0.43909624
current_sparsity__layer_4__final_context__series_mean,current_sparsity,4,final_context,series_mean,15.111712,0.10130484,0.37297148
current_sparsity__layer_4__first_decode__per_variate,current_sparsity,4,first_decode,per_variate,15.792882,0.3084297,0.553812
current_sparsity__layer_4__first_decode__series_mean,current_sparsity,4,first_decode,series_mean,14.543652,0.20265175,0.43366826
current_sparsity__layer_5__all_context__per_variate,current_sparsity,5,all_context,per_variate,17.366732,0.19604309,0.41565585
current_sparsity__layer_5__all_context__series_mean,current_sparsity,5,all_context,series_mean,15.276157,0.13675575,0.3626887
current_sparsity__layer_5__final_context__per_variate,current_sparsity,5,final_context,per_variate,16.783602,0.23235631,0.4059915
current_sparsity__layer_5__final_context__series_mean,current_sparsity,5,final_context,series_mean,15.103114,0.14798819,0.36200556
current_sparsity__layer_5__first_decode__per_variate,current_sparsity,5,first_decode,per_variate,15.946015,0.3644274,0.53032476
current_sparsity__layer_5__first_decode__series_mean,current_sparsity,5,first_decode,series_mean,14.656053,0.22248286,0.42560396
current_sparsity__layer_6__all_context__per_variate,current_sparsity,6,all_context,per_variate,17.240019,0.33413988,0.35543203
current_sparsity__layer_6__all_context__series_mean,current_sparsity,6,all_context,series_mean,15.270875,0.18999441,0.33812612
current_sparsity__layer_6__final_context__per_variate,current_sparsity,6,final_context,per_variate,16.711155,0.3640319,0.3501266
current_sparsity__layer_6__final_context__series_mean,current_sparsity,6,final_context,series_mean,15.138371,0.19738609,0.33836538
current_sparsity__layer_6__first_decode__per_variate,current_sparsity,6,first_decode,per_variate,16.127993,0.44600785,0.47473955
current_sparsity__layer_6__first_decode__series_mean,current_sparsity,6,first_decode,series_mean,14.797253,0.2482736,0.40308046
current_sparsity__layer_7__all_context__per_variate,current_sparsity,7,all_context,per_variate,17.418339,0.389542,0.3101066
current_sparsity__layer_7__all_context__series_mean,current_sparsity,7,all_context,series_mean,15.381992,0.20615672,0.32039395
current_sparsity__layer_7__final_context__per_variate,current_sparsity,7,final_context,per_variate,16.854368,0.4216032,0.30645266
current_sparsity__layer_7__final_context__series_mean,current_sparsity,7,final_context,series_mean,15.233491,0.21495222,0.3208139
current_sparsity__layer_7__first_decode__per_variate,current_sparsity,7,first_decode,per_variate,16.496696,0.43492493,0.44340658
current_sparsity__layer_7__first_decode__series_mean,current_sparsity,7,first_decode,series_mean,14.989479,0.23425134,0.3917986
current_sparsity__layer_8__all_context__per_variate,current_sparsity,8,all_context,per_variate,17.527126,0.44373903,0.28570014
current_sparsity__layer_8__all_context__series_mean,current_sparsity,8,all_context,series_mean,15.457681,0.2259924,0.3104744
current_sparsity__layer_8__final_context__per_variate,current_sparsity,8,final_context,per_variate,17.035856,0.46094698,0.28457507
current_sparsity__layer_8__final_context__series_mean,current_sparsity,8,final_context,series_mean,15.335807,0.22985779,0.31212613
current_sparsity__layer_8__first_decode__per_variate,current_sparsity,8,first_decode,per_variate,16.892963,0.39304554,0.42593315
current_sparsity__layer_8__first_decode__series_mean,current_sparsity,8,first_decode,series_mean,15.189084,0.21285504,0.38313493
current_sparsity__layer_9__all_context__per_variate,current_sparsity,9,all_context,per_variate,17.59781,0.46163002,0.28276467
current_sparsity__layer_9__all_context__series_mean,current_sparsity,9,all_context,series_mean,15.506678,0.22679134,0.310077
current_sparsity__layer_9__final_context__per_variate,current_sparsity,9,final_context,per_variate,17.289373,0.45444733,0.2880154
current_sparsity__layer_9__final_context__series_mean,current_sparsity,9,final_context,series_mean,15.460937,0.2222832,0.31443822
current_sparsity__layer_9__first_decode__per_variate,current_sparsity,9,first_decode,per_variate,17.13762,0.32458797,0.41679546
current_sparsity__layer_9__first_decode__series_mean,current_sparsity,9,first_decode,series_mean,15.318221,0.1766366,0.37926233
current_sparsity__layer_10__all_context__per_variate,current_sparsity,10,all_context,per_variate,16.79481,0.56058496,0.2631217
current_sparsity__layer_10__all_context__series_mean,current_sparsity,10,all_context,series_mean,15.089505,0.27680856,0.30254215
current_sparsity__layer_10__final_context__per_variate,current_sparsity,10,final_context,per_variate,16.751747,0.52219266,0.27152565
current_sparsity__layer_10__final_context__series_mean,current_sparsity,10,final_context,series_mean,15.125015,0.26573718,0.3089206
