benchmark,dataset_name,probe_label,probe_path,layer,token_position,pooling_mode,transfer_r2,transfer_rmse,transfer_mae,baseline_transfer_r2,baseline_transfer_rmse,baseline_transfer_mae,transfer_count
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/coordination__layer_-1__all_context__per_variate.pt,-1,all_context,per_variate,-0.1897434095403081,0.235629703604692,0.1702808044522639,-112.95047127440371,2.306011378626045,2.0412603894539907,672.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/coordination__layer_-1__all_context__series_mean.pt,-1,all_context,series_mean,-0.8667134880718224,0.2951496114565585,0.20393646402271504,-358.8914050108567,4.098161985794125,3.6625185071258968,96.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/coordination__layer_-1__final_context__per_variate.pt,-1,final_context,per_variate,-0.25727324248810857,0.2422245844618789,0.17636265544029592,-112.9462763125915,2.3059689315935916,2.0412308412519584,42.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/coordination__layer_-1__final_context__series_mean.pt,-1,final_context,series_mean,-0.749918322799835,0.28576712946483585,0.20645017088601744,-358.75405008323094,4.097379865890375,3.661776913201822,6.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/coordination__layer_-1__first_decode__per_variate.pt,-1,first_decode,per_variate,-1.8118310172970116,0.36224132334385756,0.30180986452275166,-112.9462763125915,2.3059689315935916,2.0412308412519584,42.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/coordination__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.8962093994595004,0.2974722994848987,0.20980636622230453,-358.75405008323094,4.097379865890375,3.661776913201822,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_burstiness__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.20079030766008654,1245860.5242591386,509456.6211198966,-0.20079030766008654,1245860.5242591386,509456.6211198966,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_burstiness__layer_0__final_context__per_variate.pt,0,final_context,per_variate,-0.19989119894207308,1245394.0090754088,509247.0913269325,-0.20079030766008676,1245860.5242591386,509456.6211198966,42.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_burstiness__layer_1__final_context__series_mean.pt,1,final_context,series_mean,-0.20079030261167685,1245860.5216401909,509453.35827628773,-0.20079030766008654,1245860.5242591386,509456.6211198966,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_burstiness__layer_2__all_context__series_mean.pt,2,all_context,series_mean,-0.2000035974405634,1245452.338171746,509283.25499691744,-0.20079030766008654,1245860.5242591386,509456.6211198966,96.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_burstiness__layer_3__first_decode__per_variate.pt,3,first_decode,per_variate,-0.1992168965161707,1245044.0230862426,509117.2955467701,-0.20079030766008676,1245860.5242591386,509456.6211198966,42.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_burstiness__layer_11__all_context__per_variate.pt,11,all_context,per_variate,-0.2002286775900246,1245569.135094398,509323.1884307581,-0.20079030766008654,1245860.5242591386,509456.6211198966,672.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_sparsity__layer_-1__all_context__series_mean.pt,-1,all_context,series_mean,-0.5713415340845549,0.10940802722531845,0.08519827653056984,0.9999992015851497,7.798807402690487e-05,6.803259833105108e-05,96.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_sparsity__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.7843744625123499,0.11658881594958988,0.09778678074649395,0.9997962244169303,0.0012459194464685265,0.0010868239048794617,6.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_sparsity__layer_0__final_context__series_mean.pt,0,final_context,series_mean,-105.73096448043692,0.9016938532679768,0.7536845301658862,0.9997962244169303,0.0012459194464685265,0.0010868239048794617,6.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_sparsity__layer_11__all_context__per_variate.pt,11,all_context,per_variate,-133.64967790816675,1.0127833467664833,0.815322171779764,0.999999964921459,1.6346871653147636e-05,1.4281761323653672e-05,672.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_sparsity__layer_11__final_context__per_variate.pt,11,final_context,per_variate,-1035.975716871301,2.8105944570823955,2.3177012792073213,0.9999910257635803,0.00026146444821561164,0.0002284440310330722,42.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/current_sparsity__layer_11__first_decode__per_variate.pt,11,first_decode,per_variate,-8.952286110097123,0.27534381060923513,0.2523197832692401,0.9999910257635803,0.00026146444821561164,0.0002284440310330722,42.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_burstiness__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-1124556.423139357,1002.5719747540708,1002.5715289910635,-1124556.423139357,1002.5719747540708,1002.5715289910635,6.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_burstiness__layer_0__all_context__series_mean.pt,0,all_context,series_mean,-1107060.3846441503,994.7423166124971,993.9650778922268,-1124556.4231393568,1002.5719747540707,1002.5715289910635,96.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_burstiness__layer_0__final_context__per_variate.pt,0,final_context,per_variate,-1052848.6849962824,970.0808421089969,954.7286556098628,-1124556.423139357,1002.5719747540708,1002.5715289910635,42.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_burstiness__layer_1__final_context__series_mean.pt,1,final_context,series_mean,-1116873.212764086,999.1412145926208,999.1378300587336,-1124556.423139357,1002.5719747540708,1002.5715289910635,6.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_burstiness__layer_7__first_decode__per_variate.pt,7,first_decode,per_variate,-1113342.1470748312,997.560541424205,997.5597636132013,-1124556.423139357,1002.5719747540708,1002.5715289910635,42.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_burstiness__layer_11__all_context__per_variate.pt,11,all_context,per_variate,-1109422.2738886962,995.8028808282588,993.402298086784,-1124556.423139357,1002.5719747540708,1002.5715289910635,672.0
fev,ETT_15T,future_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_sparsity__layer_-1__all_context__series_mean.pt,-1,all_context,series_mean,-0.5221344641176295,0.08608973138525866,0.06957327988237204,0.8272539897734222,0.029002060613923356,0.01709652442389831,96.0
fev,ETT_15T,future_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_sparsity__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-1.5083879749729654,0.11051524686585729,0.08263900667318512,0.8373350786040292,0.028143091125466282,0.01689501024510244,6.0
fev,ETT_15T,future_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_sparsity__layer_0__final_context__series_mean.pt,0,final_context,series_mean,-164.26917572396317,0.8970585163811399,0.7380635851400843,0.8373350786040292,0.028143091125466282,0.01689501024510244,6.0
fev,ETT_15T,future_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_sparsity__layer_11__all_context__per_variate.pt,11,all_context,per_variate,-207.02787174882747,1.0064347093741137,0.8108048252515255,0.8267425449363226,0.02904496172486416,0.017107194081315787,672.0
fev,ETT_15T,future_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_sparsity__layer_11__final_context__per_variate.pt,11,final_context,per_variate,-1627.2170753226858,2.8156650852267284,2.3253780253777867,0.8288704044795268,0.028866053021304416,0.017069148814890737,42.0
fev,ETT_15T,future_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/future_sparsity__layer_11__first_decode__per_variate.pt,11,first_decode,per_variate,-12.30446635094199,0.2545209718183962,0.2366866623474706,0.8288704044795268,0.028866053021304416,0.017069148814890737,42.0
fev,ETT_15T,shift_risk,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/shift_risk__layer_-1__final_context__per_variate.pt,-1,final_context,per_variate,-0.19127215882468884,10721.182934558834,5123.603144078089,-0.30149959913592217,11206.222205332679,5393.6229102909565,42.0
fev,ETT_15T,shift_risk,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/shift_risk__layer_-1__first_decode__per_variate.pt,-1,first_decode,per_variate,-0.30149959913592217,11206.222205332679,5393.6229102909565,-0.30149959913592217,11206.222205332679,5393.6229102909565,42.0
fev,ETT_15T,shift_risk,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/shift_risk__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.30149959913592217,11206.222205332679,5393.6229102909565,-0.11935833320589873,10392.541771584436,5059.0997459590435,6.0
fev,ETT_15T,shift_risk,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/shift_risk__layer_0__all_context__per_variate.pt,0,all_context,per_variate,-0.21291471141684704,10818.133642107865,5217.902409451755,-0.30149959913592217,11206.222205332679,5393.6229102909565,672.0
fev,ETT_15T,shift_risk,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/shift_risk__layer_0__all_context__series_mean.pt,0,all_context,series_mean,-0.2328868930175807,10906.837135954478,5242.348805382676,-0.11935833320589873,10392.541771584436,5059.0997459590435,96.0
fev,ETT_15T,shift_risk,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed43/probes/artifacts/shift_risk__layer_0__final_context__series_mean.pt,0,final_context,series_mean,-0.3014851134775296,11206.159842670973,5392.924062391122,-0.11935833320589873,10392.541771584436,5059.0997459590435,6.0
