mode,strength,subset,probe_score,wape,mase,wql,median_spread,median_forecast_change,window_count
baseline,0.0,high,0.5067327687103294,2555.0302169872457,961.5534058942574,2501.4538093240017,0.7875356915066557,0.0,509
baseline,0.0,low,0.396366997604513,6385.717884092468,33.16994410754984,69244.53953348275,0.6828048569289793,0.0,534
baseline,0.0,middle,0.5205522081157467,0.48911571844247137,2.383291195293521,0.3752453567532895,0.7125023055581136,0.0,333
steer,-0.05,high,0.5245429637507043,4139.617615582096,961.6751511844756,3005.656982466032,0.8653666699307007,0.09064158107503317,509
steer,-0.05,low,0.41041027232725524,8734.038086561262,39.47990603577873,48071.738360677686,0.6798392731002235,0.08650404240000577,534
steer,-0.05,middle,0.5315769386363101,0.48871840278765294,2.387026751585237,0.379542429584663,0.7235732217970956,0.08107655522953328,333
steer,-0.02,high,0.5132566756607273,2815.5790855313367,961.5505504807714,2583.443273453938,0.8067775751218887,0.08783789530305204,509
steer,-0.02,low,0.42200530049729434,6564.262559126253,34.159327333778286,12725.012095711732,0.6668803597332156,0.08694944918771101,534
steer,-0.02,middle,0.5242095732832098,0.4883024468050633,2.380239478632324,0.3770554429472511,0.7184209181275498,0.08037287351707145,333
steer,0.02,high,0.5042984336907362,3176.851659265148,961.4721645740041,2731.1927018634383,0.7785699843627553,0.08889283170506874,509
steer,0.02,low,0.3861627952101525,7145.999483972582,35.05221923797495,11418.659667030526,0.6650065953458733,0.08723377871872336,534
steer,0.02,middle,0.5238232673467459,0.49205818645971633,2.4013316814333265,0.37641804277276,0.7170480953811951,0.08285269100652859,333
steer,0.05,high,0.5044657969755836,4619.367079921082,961.6177831075885,3321.408272109112,0.769413472948713,0.08834118418188991,509
steer,0.05,low,0.3901717902234431,10176.474579956375,40.99821871550283,8879.318563769155,0.6732221486967769,0.08902494158393709,534
steer,0.05,middle,0.5259256296687655,0.495136664233505,2.413899766363676,0.3795109371243565,0.7344289430425511,0.08593095830528417,333
