name,label,layer,token_position,pooling_mode,pc_1,pc_2,pc_3
current_sparsity__layer_5__all_context__series_mean,current_sparsity,5,all_context,series_mean,7.831595,0.027562398,-1.5389844
current_sparsity__layer_5__final_context__per_variate,current_sparsity,5,final_context,per_variate,7.6233597,0.043529276,-1.5513889
current_sparsity__layer_5__final_context__series_mean,current_sparsity,5,final_context,series_mean,7.7777843,0.028679028,-1.5401602
current_sparsity__layer_5__first_decode__per_variate,current_sparsity,5,first_decode,per_variate,7.51513,0.06604346,-1.537445
current_sparsity__layer_5__first_decode__series_mean,current_sparsity,5,first_decode,series_mean,7.6517944,0.04399657,-1.5285932
current_sparsity__layer_6__all_context__per_variate,current_sparsity,6,all_context,per_variate,7.628115,0.049512725,-1.5409931
current_sparsity__layer_6__all_context__series_mean,current_sparsity,6,all_context,series_mean,7.832777,0.035899498,-1.5336655
current_sparsity__layer_6__final_context__per_variate,current_sparsity,6,final_context,per_variate,7.6163383,0.05104781,-1.5452062
current_sparsity__layer_6__final_context__series_mean,current_sparsity,6,final_context,series_mean,7.79062,0.03499931,-1.534007
current_sparsity__layer_6__first_decode__per_variate,current_sparsity,6,first_decode,per_variate,7.538888,0.06678735,-1.5318141
current_sparsity__layer_6__first_decode__series_mean,current_sparsity,6,first_decode,series_mean,7.694086,0.044456586,-1.5220716
current_sparsity__layer_7__all_context__per_variate,current_sparsity,7,all_context,per_variate,7.6491904,0.050004564,-1.5360228
current_sparsity__layer_7__all_context__series_mean,current_sparsity,7,all_context,series_mean,7.86354,0.036516875,-1.529126
current_sparsity__layer_7__final_context__per_variate,current_sparsity,7,final_context,per_variate,7.623037,0.053857084,-1.5397849
current_sparsity__layer_7__final_context__series_mean,current_sparsity,7,final_context,series_mean,7.815991,0.03580796,-1.5289896
current_sparsity__layer_7__first_decode__per_variate,current_sparsity,7,first_decode,per_variate,7.567673,0.062818676,-1.5283362
current_sparsity__layer_7__first_decode__series_mean,current_sparsity,7,first_decode,series_mean,7.744822,0.038374547,-1.5180683
current_sparsity__layer_8__all_context__per_variate,current_sparsity,8,all_context,per_variate,7.669387,0.051472552,-1.5313649
current_sparsity__layer_8__all_context__series_mean,current_sparsity,8,all_context,series_mean,7.885938,0.0391614,-1.5243189
current_sparsity__layer_8__final_context__per_variate,current_sparsity,8,final_context,per_variate,7.6375804,0.056382235,-1.534505
current_sparsity__layer_8__final_context__series_mean,current_sparsity,8,final_context,series_mean,7.8417087,0.037275795,-1.5241426
current_sparsity__layer_8__first_decode__per_variate,current_sparsity,8,first_decode,per_variate,7.6066155,0.057803456,-1.5253073
current_sparsity__layer_8__first_decode__series_mean,current_sparsity,8,first_decode,series_mean,7.798911,0.031713195,-1.5148658
current_sparsity__layer_9__all_context__per_variate,current_sparsity,9,all_context,per_variate,7.716219,0.046174757,-1.5279983
current_sparsity__layer_9__all_context__series_mean,current_sparsity,9,all_context,series_mean,7.9133043,0.036511954,-1.5218087
current_sparsity__layer_9__final_context__per_variate,current_sparsity,9,final_context,per_variate,7.698298,0.050012484,-1.5301164
current_sparsity__layer_9__final_context__series_mean,current_sparsity,9,final_context,series_mean,7.8913507,0.031791843,-1.5207753
current_sparsity__layer_9__first_decode__per_variate,current_sparsity,9,first_decode,per_variate,7.6508856,0.049523063,-1.5245726
current_sparsity__layer_9__first_decode__series_mean,current_sparsity,9,first_decode,series_mean,7.840733,0.023647603,-1.5140111
current_sparsity__layer_10__all_context__per_variate,current_sparsity,10,all_context,per_variate,7.6600356,0.0541787,-1.526705
current_sparsity__layer_10__all_context__series_mean,current_sparsity,10,all_context,series_mean,7.7993646,0.05120527,-1.5213599
current_sparsity__layer_10__final_context__per_variate,current_sparsity,10,final_context,per_variate,7.6631875,0.05702717,-1.5276184
current_sparsity__layer_10__final_context__series_mean,current_sparsity,10,final_context,series_mean,7.805855,0.04358536,-1.519357
current_sparsity__layer_10__first_decode__per_variate,current_sparsity,10,first_decode,per_variate,7.6110616,0.053326327,-1.5252024
current_sparsity__layer_10__first_decode__series_mean,current_sparsity,10,first_decode,series_mean,7.757574,0.032239743,-1.5144608
current_sparsity__layer_11__all_context__per_variate,current_sparsity,11,all_context,per_variate,7.6290526,0.05774553,-1.5266141
current_sparsity__layer_11__all_context__series_mean,current_sparsity,11,all_context,series_mean,7.7568903,0.05614967,-1.5215971
current_sparsity__layer_11__final_context__per_variate,current_sparsity,11,final_context,per_variate,7.639813,0.060252268,-1.5274128
current_sparsity__layer_11__final_context__series_mean,current_sparsity,11,final_context,series_mean,7.76782,0.04831397,-1.5197477
current_sparsity__layer_11__first_decode__per_variate,current_sparsity,11,first_decode,per_variate,7.5788326,0.054858033,-1.5278682
current_sparsity__layer_11__first_decode__series_mean,current_sparsity,11,first_decode,series_mean,7.7124786,0.03473592,-1.5172964
future_sparsity__layer_-1__all_context__per_variate,future_sparsity,-1,all_context,per_variate,7.346931,0.022785919,-1.5487137
future_sparsity__layer_-1__all_context__series_mean,future_sparsity,-1,all_context,series_mean,7.3509836,0.017603673,-1.5485874
future_sparsity__layer_-1__final_context__per_variate,future_sparsity,-1,final_context,per_variate,7.3550153,0.013815119,-1.5482537
future_sparsity__layer_-1__final_context__series_mean,future_sparsity,-1,final_context,series_mean,7.3561816,0.012304959,-1.548457
future_sparsity__layer_-1__first_decode__per_variate,future_sparsity,-1,first_decode,per_variate,7.3239007,0.05182927,-1.54898
future_sparsity__layer_-1__first_decode__series_mean,future_sparsity,-1,first_decode,series_mean,7.334256,0.0387037,-1.5488193
future_sparsity__layer_0__all_context__per_variate,future_sparsity,0,all_context,per_variate,7.4964633,0.0033954415,-1.5521755
future_sparsity__layer_0__all_context__series_mean,future_sparsity,0,all_context,series_mean,7.548505,-0.007020483,-1.5516537
future_sparsity__layer_0__final_context__per_variate,future_sparsity,0,final_context,per_variate,7.506144,-0.0068041165,-1.5531762
future_sparsity__layer_0__final_context__series_mean,future_sparsity,0,final_context,series_mean,7.5514693,-0.011429934,-1.5517737
future_sparsity__layer_0__first_decode__per_variate,future_sparsity,0,first_decode,per_variate,7.4152327,0.045009673,-1.5495787
future_sparsity__layer_0__first_decode__series_mean,future_sparsity,0,first_decode,series_mean,7.4645023,0.027303198,-1.5493853
future_sparsity__layer_1__all_context__per_variate,future_sparsity,1,all_context,per_variate,7.6194916,0.0042805346,-1.5581254
future_sparsity__layer_1__all_context__series_mean,future_sparsity,1,all_context,series_mean,7.7325625,-0.010662391,-1.5549617
future_sparsity__layer_1__final_context__per_variate,future_sparsity,1,final_context,per_variate,7.6541176,-0.007410685,-1.5604576
future_sparsity__layer_1__final_context__series_mean,future_sparsity,1,final_context,series_mean,7.7219763,-0.014487514,-1.5549678
future_sparsity__layer_1__first_decode__per_variate,future_sparsity,1,first_decode,per_variate,7.4464207,0.050607182,-1.5510803
future_sparsity__layer_1__first_decode__series_mean,future_sparsity,1,first_decode,series_mean,7.524467,0.029325863,-1.5485828
future_sparsity__layer_2__all_context__per_variate,future_sparsity,2,all_context,per_variate,7.6645017,0.015783586,-1.5596346
future_sparsity__layer_2__all_context__series_mean,future_sparsity,2,all_context,series_mean,7.790625,0.0011617435,-1.554887
future_sparsity__layer_2__final_context__per_variate,future_sparsity,2,final_context,per_variate,7.694522,0.006319336,-1.5630147
future_sparsity__layer_2__final_context__series_mean,future_sparsity,2,final_context,series_mean,7.7694135,-0.0017795704,-1.5552309
future_sparsity__layer_2__first_decode__per_variate,future_sparsity,2,first_decode,per_variate,7.466685,0.058653124,-1.5504607
future_sparsity__layer_2__first_decode__series_mean,future_sparsity,2,first_decode,series_mean,7.5443854,0.038226146,-1.5465893
future_sparsity__layer_3__all_context__per_variate,future_sparsity,3,all_context,per_variate,7.6671343,0.027304659,-1.5570731
future_sparsity__layer_3__all_context__series_mean,future_sparsity,3,all_context,series_mean,7.815755,0.01209087,-1.550883
future_sparsity__layer_3__final_context__per_variate,future_sparsity,3,final_context,per_variate,7.685971,0.021394456,-1.561181
future_sparsity__layer_3__final_context__series_mean,future_sparsity,3,final_context,series_mean,7.784104,0.010742608,-1.5517629
future_sparsity__layer_3__first_decode__per_variate,future_sparsity,3,first_decode,per_variate,7.4825783,0.06344111,-1.547052
future_sparsity__layer_3__first_decode__series_mean,future_sparsity,3,first_decode,series_mean,7.574955,0.04299256,-1.5417027
future_sparsity__layer_4__all_context__per_variate,future_sparsity,4,all_context,per_variate,7.6499424,0.036681913,-1.5514559
future_sparsity__layer_4__all_context__series_mean,future_sparsity,4,all_context,series_mean,7.824294,0.021198848,-1.5444212
future_sparsity__layer_4__final_context__per_variate,future_sparsity,4,final_context,per_variate,7.651105,0.034907956,-1.5563895
future_sparsity__layer_4__final_context__series_mean,future_sparsity,4,final_context,series_mean,7.7807055,0.02103726,-1.5456947
future_sparsity__layer_4__first_decode__per_variate,future_sparsity,4,first_decode,per_variate,7.507017,0.06390004,-1.5417544
future_sparsity__layer_4__first_decode__series_mean,future_sparsity,4,first_decode,series_mean,7.6207447,0.042570222,-1.5345937
future_sparsity__layer_5__all_context__per_variate,future_sparsity,5,all_context,per_variate,7.6389647,0.04215203,-1.5463911
future_sparsity__layer_5__all_context__series_mean,future_sparsity,5,all_context,series_mean,7.8315983,0.027562467,-1.5389841
future_sparsity__layer_5__final_context__per_variate,future_sparsity,5,final_context,per_variate,7.6233597,0.043529112,-1.5513896
future_sparsity__layer_5__final_context__series_mean,future_sparsity,5,final_context,series_mean,7.7777853,0.02867905,-1.5401603
future_sparsity__layer_5__first_decode__per_variate,future_sparsity,5,first_decode,per_variate,7.51513,0.06604346,-1.537445
future_sparsity__layer_5__first_decode__series_mean,future_sparsity,5,first_decode,series_mean,7.6517944,0.04399657,-1.5285932
future_sparsity__layer_6__all_context__per_variate,future_sparsity,6,all_context,per_variate,7.628115,0.049512725,-1.5409931
future_sparsity__layer_6__all_context__series_mean,future_sparsity,6,all_context,series_mean,7.832777,0.035899498,-1.5336655
future_sparsity__layer_6__final_context__per_variate,future_sparsity,6,final_context,per_variate,7.6163383,0.05104781,-1.5452062
future_sparsity__layer_6__final_context__series_mean,future_sparsity,6,final_context,series_mean,7.79062,0.03499931,-1.534007
future_sparsity__layer_6__first_decode__per_variate,future_sparsity,6,first_decode,per_variate,7.538888,0.06678735,-1.5318141
future_sparsity__layer_6__first_decode__series_mean,future_sparsity,6,first_decode,series_mean,7.694086,0.044456586,-1.5220716
future_sparsity__layer_7__all_context__per_variate,future_sparsity,7,all_context,per_variate,7.6491904,0.050004564,-1.5360228
future_sparsity__layer_7__all_context__series_mean,future_sparsity,7,all_context,series_mean,7.86354,0.036516875,-1.529126
future_sparsity__layer_7__final_context__per_variate,future_sparsity,7,final_context,per_variate,7.623037,0.053857084,-1.5397849
future_sparsity__layer_7__final_context__series_mean,future_sparsity,7,final_context,series_mean,7.815991,0.03580796,-1.5289896
future_sparsity__layer_7__first_decode__per_variate,future_sparsity,7,first_decode,per_variate,7.567673,0.062818676,-1.5283362
future_sparsity__layer_7__first_decode__series_mean,future_sparsity,7,first_decode,series_mean,7.744822,0.038374547,-1.5180683
future_sparsity__layer_8__all_context__per_variate,future_sparsity,8,all_context,per_variate,7.669387,0.051472552,-1.5313649
future_sparsity__layer_8__all_context__series_mean,future_sparsity,8,all_context,series_mean,7.885938,0.0391614,-1.5243189
future_sparsity__layer_8__final_context__per_variate,future_sparsity,8,final_context,per_variate,7.6375794,0.05638218,-1.5345048
future_sparsity__layer_8__final_context__series_mean,future_sparsity,8,final_context,series_mean,7.841707,0.03727583,-1.5241433
future_sparsity__layer_8__first_decode__per_variate,future_sparsity,8,first_decode,per_variate,7.6066146,0.057803538,-1.5253078
future_sparsity__layer_8__first_decode__series_mean,future_sparsity,8,first_decode,series_mean,7.798911,0.031713195,-1.5148658
future_sparsity__layer_9__all_context__per_variate,future_sparsity,9,all_context,per_variate,7.716219,0.046174757,-1.5279983
future_sparsity__layer_9__all_context__series_mean,future_sparsity,9,all_context,series_mean,7.9133043,0.036511954,-1.5218087
future_sparsity__layer_9__final_context__per_variate,future_sparsity,9,final_context,per_variate,7.698298,0.050012484,-1.5301164
future_sparsity__layer_9__final_context__series_mean,future_sparsity,9,final_context,series_mean,7.8913507,0.031791843,-1.5207753
future_sparsity__layer_9__first_decode__per_variate,future_sparsity,9,first_decode,per_variate,7.6508856,0.049523063,-1.5245726
future_sparsity__layer_9__first_decode__series_mean,future_sparsity,9,first_decode,series_mean,7.840733,0.023647603,-1.5140111
future_sparsity__layer_10__all_context__per_variate,future_sparsity,10,all_context,per_variate,7.6600356,0.0541787,-1.526705
future_sparsity__layer_10__all_context__series_mean,future_sparsity,10,all_context,series_mean,7.7993646,0.05120527,-1.5213599
future_sparsity__layer_10__final_context__per_variate,future_sparsity,10,final_context,per_variate,7.6631875,0.05702717,-1.5276184
future_sparsity__layer_10__final_context__series_mean,future_sparsity,10,final_context,series_mean,7.805855,0.04358536,-1.519357
future_sparsity__layer_10__first_decode__per_variate,future_sparsity,10,first_decode,per_variate,7.6110616,0.053326327,-1.5252024
future_sparsity__layer_10__first_decode__series_mean,future_sparsity,10,first_decode,series_mean,7.757574,0.032239743,-1.5144608
future_sparsity__layer_11__all_context__per_variate,future_sparsity,11,all_context,per_variate,7.6290526,0.05774553,-1.5266141
future_sparsity__layer_11__all_context__series_mean,future_sparsity,11,all_context,series_mean,7.7568903,0.05614967,-1.5215971
future_sparsity__layer_11__final_context__per_variate,future_sparsity,11,final_context,per_variate,7.639813,0.060252268,-1.5274128
future_sparsity__layer_11__final_context__series_mean,future_sparsity,11,final_context,series_mean,7.76782,0.04831397,-1.5197477
future_sparsity__layer_11__first_decode__per_variate,future_sparsity,11,first_decode,per_variate,7.5788326,0.054858033,-1.5278682
future_sparsity__layer_11__first_decode__series_mean,future_sparsity,11,first_decode,series_mean,7.7124786,0.03473592,-1.5172964
current_burstiness__layer_-1__all_context__per_variate,current_burstiness,-1,all_context,per_variate,6.7106013,0.8116909,-1.5690315
current_burstiness__layer_-1__all_context__series_mean,current_burstiness,-1,all_context,series_mean,6.8196473,0.7632916,-1.5497487
current_burstiness__layer_-1__final_context__per_variate,current_burstiness,-1,final_context,per_variate,4.9544034,3.6928997,-1.720418
current_burstiness__layer_-1__final_context__series_mean,current_burstiness,-1,final_context,series_mean,6.052198,1.8049265,-1.5977149
current_burstiness__layer_-1__first_decode__per_variate,current_burstiness,-1,first_decode,per_variate,8.843675,-1.9872212,-1.5733074
current_burstiness__layer_-1__first_decode__series_mean,current_burstiness,-1,first_decode,series_mean,9.702792,-2.9145365,-1.4971104
current_burstiness__layer_0__all_context__per_variate,current_burstiness,0,all_context,per_variate,6.2276154,1.2363807,-1.2160115
current_burstiness__layer_0__all_context__series_mean,current_burstiness,0,all_context,series_mean,-16.024597,3.881902,-0.9980543
current_burstiness__layer_0__final_context__per_variate,current_burstiness,0,final_context,per_variate,-5.196736,6.442863,-0.6998542
current_burstiness__layer_0__final_context__series_mean,current_burstiness,0,final_context,series_mean,-20.547028,5.822587,-0.74075264
current_burstiness__layer_0__first_decode__per_variate,current_burstiness,0,first_decode,per_variate,11.02275,-2.4357297,-1.5926455
current_burstiness__layer_0__first_decode__series_mean,current_burstiness,0,first_decode,series_mean,-6.5858226,-1.434376,-1.3591009
current_burstiness__layer_1__all_context__per_variate,current_burstiness,1,all_context,per_variate,8.245277,1.564001,-0.37542856
current_burstiness__layer_1__all_context__series_mean,current_burstiness,1,all_context,series_mean,-37.841465,4.5505075,-0.06592883
current_burstiness__layer_1__final_context__per_variate,current_burstiness,1,final_context,per_variate,-17.976654,8.019051,0.97376
current_burstiness__layer_1__final_context__series_mean,current_burstiness,1,final_context,series_mean,-49.78403,7.0734177,0.51327413
current_burstiness__layer_1__first_decode__per_variate,current_burstiness,1,first_decode,per_variate,20.298,-2.833592,-1.1450846
current_burstiness__layer_1__first_decode__series_mean,current_burstiness,1,first_decode,series_mean,-14.063118,-1.6487503,-1.0021693
current_burstiness__layer_2__all_context__per_variate,current_burstiness,2,all_context,per_variate,10.102386,1.6691425,0.4304074
current_burstiness__layer_2__all_context__series_mean,current_burstiness,2,all_context,series_mean,-43.126015,3.3479187,0.49222162
current_burstiness__layer_2__final_context__per_variate,current_burstiness,2,final_context,per_variate,-18.821459,7.718262,2.2861056
current_burstiness__layer_2__final_context__series_mean,current_burstiness,2,final_context,series_mean,-55.641987,5.668066,1.270535
current_burstiness__layer_2__first_decode__per_variate,current_burstiness,2,first_decode,per_variate,20.508265,-2.4279506,-0.57097876
current_burstiness__layer_2__first_decode__series_mean,current_burstiness,2,first_decode,series_mean,-17.583773,-2.4517295,-0.78797805
current_burstiness__layer_3__all_context__per_variate,current_burstiness,3,all_context,per_variate,13.262712,1.2580299,1.116975
current_burstiness__layer_3__all_context__series_mean,current_burstiness,3,all_context,series_mean,-43.16312,1.8069081,0.6933791
current_burstiness__layer_3__final_context__per_variate,current_burstiness,3,final_context,per_variate,-13.65479,6.331724,3.2590811
current_burstiness__layer_3__final_context__series_mean,current_burstiness,3,final_context,series_mean,-53.941196,3.5763938,1.6127995
current_burstiness__layer_3__first_decode__per_variate,current_burstiness,3,first_decode,per_variate,20.961658,-2.296493,0.005750812
current_burstiness__layer_3__first_decode__series_mean,current_burstiness,3,first_decode,series_mean,-19.813313,-3.172695,-0.8071443
current_burstiness__layer_4__all_context__per_variate,current_burstiness,4,all_context,per_variate,17.367054,0.72874105,1.796071
current_burstiness__layer_4__all_context__series_mean,current_burstiness,4,all_context,series_mean,-40.898483,0.41072562,0.7192147
current_burstiness__layer_4__final_context__per_variate,current_burstiness,4,final_context,per_variate,-4.930653,4.4571977,4.0954347
current_burstiness__layer_4__final_context__series_mean,current_burstiness,4,final_context,series_mean,-48.5366,1.4423996,1.75425
current_burstiness__layer_4__first_decode__per_variate,current_burstiness,4,first_decode,per_variate,21.518738,-2.248642,0.6186781
current_burstiness__layer_4__first_decode__series_mean,current_burstiness,4,first_decode,series_mean,-22.180742,-3.474932,-0.92559826
current_burstiness__layer_5__all_context__per_variate,current_burstiness,5,all_context,per_variate,19.01915,0.43457466,2.4515226
current_burstiness__layer_5__all_context__series_mean,current_burstiness,5,all_context,series_mean,-39.70248,-0.67058915,0.8519693
current_burstiness__layer_5__final_context__per_variate,current_burstiness,5,final_context,per_variate,-1.4691,3.4062376,4.825352
current_burstiness__layer_5__final_context__series_mean,current_burstiness,5,final_context,series_mean,-45.542747,-0.12573639,1.967001
current_burstiness__layer_5__first_decode__per_variate,current_burstiness,5,first_decode,per_variate,22.26275,-2.4206305,1.3604628
current_burstiness__layer_5__first_decode__series_mean,current_burstiness,5,first_decode,series_mean,-22.974035,-4.063599,-0.8039541
current_burstiness__layer_6__all_context__per_variate,current_burstiness,6,all_context,per_variate,21.642717,-0.012555079,2.8651197
current_burstiness__layer_6__all_context__series_mean,current_burstiness,6,all_context,series_mean,-38.18448,-2.0444643,0.819996
current_burstiness__layer_6__final_context__per_variate,current_burstiness,6,final_context,per_variate,3.3256526,2.1984718,5.182481
current_burstiness__layer_6__final_context__series_mean,current_burstiness,6,final_context,series_mean,-43.90297,-1.7329658,1.8954649
current_burstiness__layer_6__first_decode__per_variate,current_burstiness,6,first_decode,per_variate,23.751436,-2.8832433,1.8545151
current_burstiness__layer_6__first_decode__series_mean,current_burstiness,6,first_decode,series_mean,-24.98903,-4.919633,-0.9007543
current_burstiness__layer_7__all_context__per_variate,current_burstiness,7,all_context,per_variate,25.304268,-0.55868655,3.034694
current_burstiness__layer_7__all_context__series_mean,current_burstiness,7,all_context,series_mean,-38.488255,-2.6912646,0.5584188
current_burstiness__layer_7__final_context__per_variate,current_burstiness,7,final_context,per_variate,8.3028345,1.0659796,5.1591573
current_burstiness__layer_7__final_context__series_mean,current_burstiness,7,final_context,series_mean,-43.19303,-2.6498635,1.5560377
current_burstiness__layer_7__first_decode__per_variate,current_burstiness,7,first_decode,per_variate,25.189949,-3.2144527,2.01034
current_burstiness__layer_7__first_decode__series_mean,current_burstiness,7,first_decode,series_mean,-27.818287,-5.0064316,-1.1154498
current_burstiness__layer_8__all_context__per_variate,current_burstiness,8,all_context,per_variate,29.302765,-1.1647757,3.1586275
current_burstiness__layer_8__all_context__series_mean,current_burstiness,8,all_context,series_mean,-38.096176,-3.4298565,0.20610826
current_burstiness__layer_8__final_context__per_variate,current_burstiness,8,final_context,per_variate,16.97609,-0.73692,4.953053
current_burstiness__layer_8__final_context__series_mean,current_burstiness,8,final_context,series_mean,-40.722492,-3.8329704,1.0876255
current_burstiness__layer_8__first_decode__per_variate,current_burstiness,8,first_decode,per_variate,25.902567,-3.2495277,2.3241887
current_burstiness__layer_8__first_decode__series_mean,current_burstiness,8,first_decode,series_mean,-32.429375,-4.5908628,-1.1925886
current_burstiness__layer_9__all_context__per_variate,current_burstiness,9,all_context,per_variate,33.741486,-1.7460141,3.1152413
current_burstiness__layer_9__all_context__series_mean,current_burstiness,9,all_context,series_mean,-37.382755,-3.642674,-0.0016615865
current_burstiness__layer_9__final_context__per_variate,current_burstiness,9,final_context,per_variate,24.588509,-2.0306265,4.701255
current_burstiness__layer_9__final_context__series_mean,current_burstiness,9,final_context,series_mean,-40.17102,-4.150415,0.7319341
current_burstiness__layer_9__first_decode__per_variate,current_burstiness,9,first_decode,per_variate,28.3374,-3.3217328,2.505318
current_burstiness__layer_9__first_decode__series_mean,current_burstiness,9,first_decode,series_mean,-35.641037,-3.8408883,-1.1307324
current_burstiness__layer_10__all_context__per_variate,current_burstiness,10,all_context,per_variate,26.894888,-0.9355541,2.906597
current_burstiness__layer_10__all_context__series_mean,current_burstiness,10,all_context,series_mean,-28.344055,-4.7971773,-0.08162174
current_burstiness__layer_10__final_context__per_variate,current_burstiness,10,final_context,per_variate,21.196543,-1.9059513,4.269663
current_burstiness__layer_10__final_context__series_mean,current_burstiness,10,final_context,series_mean,-32.09979,-5.317621,0.49870238
current_burstiness__layer_10__first_decode__per_variate,current_burstiness,10,first_decode,per_variate,22.901772,-2.3177283,2.6864996
current_burstiness__layer_10__first_decode__series_mean,current_burstiness,10,first_decode,series_mean,-28.821331,-4.2736154,-0.8578602
current_burstiness__layer_11__all_context__per_variate,current_burstiness,11,all_context,per_variate,25.063606,-0.7067164,2.7382746
current_burstiness__layer_11__all_context__series_mean,current_burstiness,11,all_context,series_mean,-25.431463,-5.0974236,-0.13385817
current_burstiness__layer_11__final_context__per_variate,current_burstiness,11,final_context,per_variate,19.674742,-1.8323727,3.9603019
current_burstiness__layer_11__final_context__series_mean,current_burstiness,11,final_context,series_mean,-29.981792,-5.58522,0.3663706
current_burstiness__layer_11__first_decode__per_variate,current_burstiness,11,first_decode,per_variate,21.184504,-2.1134617,2.492881
current_burstiness__layer_11__first_decode__series_mean,current_burstiness,11,first_decode,series_mean,-25.758667,-4.405512,-0.7588337
future_burstiness__layer_-1__all_context__per_variate,future_burstiness,-1,all_context,per_variate,6.850476,0.65586644,-1.5456136
future_burstiness__layer_-1__all_context__series_mean,future_burstiness,-1,all_context,series_mean,7.0543365,0.4682317,-1.5455822
future_burstiness__layer_-1__final_context__per_variate,future_burstiness,-1,final_context,per_variate,7.0010834,1.0452076,-1.4502367
future_burstiness__layer_-1__final_context__series_mean,future_burstiness,-1,final_context,series_mean,6.9200926,0.85265636,-1.5944009
future_burstiness__layer_-1__first_decode__per_variate,future_burstiness,-1,first_decode,per_variate,8.570788,-1.5702205,-1.556085
