benchmark,probe_label,dataset_count,transfer_r2,baseline_transfer_r2,transfer_rmse,baseline_transfer_rmse,transfer_mae,baseline_transfer_mae,transfer_count
fev,coordination,3,-1.1649430066903268,-4602.924049084001,0.5035089443242019,13.44241601362431,0.45312457010721857,11.9306640188146,90.0
fev,current_burstiness,3,-9817684.147812933,-9900156.867803266,415794.89950077515,415954.5491478607,170415.89253090747,170486.581393041,90.0
fev,current_sparsity,3,-0.32173934721849734,0.33333270151361893,0.04911896144631051,0.0005897097811194357,0.03658508573029584,0.0005839031359653576,90.0
fev,future_burstiness,3,-8507902.456555247,-8554915.471960515,997.8519580270507,1000.9792367436845,996.8440918857765,1000.9790600047068,90.0
fev,future_sparsity,3,-0.33883199805213277,0.27569747127476624,0.04136265212225341,0.010236046071662251,0.03166720295037752,0.006261156423115733,90.0
fev,shift_risk,3,-18441236.59271501,-17091378.13290357,4223.836558228475,4374.608410301636,2382.411034854945,2425.968469501609,90.0
