name,label,layer,token_position,pooling_mode,pc_1,pc_2,pc_3
current_sparsity__layer_2__first_decode__series_mean,current_sparsity,2,first_decode,series_mean,7.279653,-2.1242895,0.56887084
current_sparsity__layer_3__all_context__per_variate,current_sparsity,3,all_context,per_variate,9.650074,-2.1803958,0.39326504
current_sparsity__layer_3__all_context__series_mean,current_sparsity,3,all_context,series_mean,8.042499,-2.187844,0.5230117
current_sparsity__layer_3__final_context__per_variate,current_sparsity,3,final_context,per_variate,9.564601,-2.264443,0.3993
current_sparsity__layer_3__final_context__series_mean,current_sparsity,3,final_context,series_mean,8.016903,-2.2212415,0.52378887
current_sparsity__layer_3__first_decode__per_variate,current_sparsity,3,first_decode,per_variate,8.106661,-1.9972873,0.5522494
current_sparsity__layer_3__first_decode__series_mean,current_sparsity,3,first_decode,series_mean,7.3726473,-2.1176152,0.5982951
current_sparsity__layer_4__all_context__per_variate,current_sparsity,4,all_context,per_variate,9.547555,-2.1090114,0.45176893
current_sparsity__layer_4__all_context__series_mean,current_sparsity,4,all_context,series_mean,8.058816,-2.1646898,0.5515784
current_sparsity__layer_4__final_context__per_variate,current_sparsity,4,final_context,per_variate,9.35854,-2.178867,0.45511475
current_sparsity__layer_4__final_context__series_mean,current_sparsity,4,final_context,series_mean,7.9915285,-2.1921158,0.5512691
current_sparsity__layer_4__first_decode__per_variate,current_sparsity,4,first_decode,per_variate,8.306459,-2.0003216,0.6002695
current_sparsity__layer_4__first_decode__series_mean,current_sparsity,4,first_decode,series_mean,7.5080647,-2.1255329,0.622547
current_sparsity__layer_5__all_context__per_variate,current_sparsity,5,all_context,per_variate,9.473972,-2.0540035,0.5131653
current_sparsity__layer_5__all_context__series_mean,current_sparsity,5,all_context,series_mean,8.069146,-2.144245,0.5805973
current_sparsity__layer_5__final_context__per_variate,current_sparsity,5,final_context,per_variate,9.167394,-2.1067057,0.51235396
current_sparsity__layer_5__final_context__series_mean,current_sparsity,5,final_context,series_mean,7.963853,-2.1656904,0.57919544
current_sparsity__layer_5__first_decode__per_variate,current_sparsity,5,first_decode,per_variate,8.384155,-1.979474,0.65571475
current_sparsity__layer_5__first_decode__series_mean,current_sparsity,5,first_decode,series_mean,7.590421,-2.1213748,0.64913386
current_sparsity__layer_6__all_context__per_variate,current_sparsity,6,all_context,per_variate,9.376047,-1.9857317,0.6141707
current_sparsity__layer_6__all_context__series_mean,current_sparsity,6,all_context,series_mean,8.069384,-2.1192179,0.6265332
current_sparsity__layer_6__final_context__per_variate,current_sparsity,6,final_context,per_variate,9.1057205,-2.042684,0.61481637
current_sparsity__layer_6__final_context__series_mean,current_sparsity,6,final_context,series_mean,7.988723,-2.1438575,0.6263295
current_sparsity__layer_6__first_decode__per_variate,current_sparsity,6,first_decode,per_variate,8.541724,-1.9554027,0.7537623
current_sparsity__layer_6__first_decode__series_mean,current_sparsity,6,first_decode,series_mean,7.7135243,-2.118953,0.6928163
current_sparsity__layer_7__all_context__per_variate,current_sparsity,7,all_context,per_variate,9.521201,-1.9755718,0.6733123
current_sparsity__layer_7__all_context__series_mean,current_sparsity,7,all_context,series_mean,8.16367,-2.1190507,0.65058166
current_sparsity__layer_7__final_context__per_variate,current_sparsity,7,final_context,per_variate,9.215537,-2.0246756,0.6745736
current_sparsity__layer_7__final_context__series_mean,current_sparsity,7,final_context,series_mean,8.068791,-2.1410716,0.64984506
current_sparsity__layer_7__first_decode__per_variate,current_sparsity,7,first_decode,per_variate,8.872495,-1.9887186,0.7849373
current_sparsity__layer_7__first_decode__series_mean,current_sparsity,7,first_decode,series_mean,7.8803706,-2.1377585,0.701626
current_sparsity__layer_8__all_context__per_variate,current_sparsity,8,all_context,per_variate,9.601052,-1.9547408,0.72849596
current_sparsity__layer_8__all_context__series_mean,current_sparsity,8,all_context,series_mean,8.227097,-2.1130753,0.67388254
current_sparsity__layer_8__final_context__per_variate,current_sparsity,8,final_context,per_variate,9.318582,-2.0080574,0.732315
current_sparsity__layer_8__final_context__series_mean,current_sparsity,8,final_context,series_mean,8.153737,-2.138527,0.67377186
current_sparsity__layer_8__first_decode__per_variate,current_sparsity,8,first_decode,per_variate,9.207057,-2.0346718,0.7955724
current_sparsity__layer_8__first_decode__series_mean,current_sparsity,8,first_decode,series_mean,8.051495,-2.1595755,0.70421916
current_sparsity__layer_9__all_context__per_variate,current_sparsity,9,all_context,per_variate,9.8267,-1.9764845,0.7467291
current_sparsity__layer_9__all_context__series_mean,current_sparsity,9,all_context,series_mean,8.314006,-2.1204019,0.6780101
current_sparsity__layer_9__final_context__per_variate,current_sparsity,9,final_context,per_variate,9.705212,-2.0493207,0.7595246
current_sparsity__layer_9__final_context__series_mean,current_sparsity,9,final_context,series_mean,8.308546,-2.1536255,0.6808501
current_sparsity__layer_9__first_decode__per_variate,current_sparsity,9,first_decode,per_variate,9.572344,-2.0981364,0.7584397
current_sparsity__layer_9__first_decode__series_mean,current_sparsity,9,first_decode,series_mean,8.2034025,-2.1850615,0.6824275
current_sparsity__layer_10__all_context__per_variate,current_sparsity,10,all_context,per_variate,9.2708435,-1.8864714,0.7369205
current_sparsity__layer_10__all_context__series_mean,current_sparsity,10,all_context,series_mean,7.9759555,-2.0652056,0.67139363
current_sparsity__layer_10__final_context__per_variate,current_sparsity,10,final_context,per_variate,9.338973,-1.9863135,0.7604935
current_sparsity__layer_10__final_context__series_mean,current_sparsity,10,final_context,series_mean,8.030391,-2.1052835,0.6787232
current_sparsity__layer_10__first_decode__per_variate,current_sparsity,10,first_decode,per_variate,9.117357,-2.042888,0.72578704
current_sparsity__layer_10__first_decode__series_mean,current_sparsity,10,first_decode,series_mean,7.9108744,-2.1426682,0.6650116
current_sparsity__layer_11__all_context__per_variate,current_sparsity,11,all_context,per_variate,8.9379425,-1.8332433,0.72814983
current_sparsity__layer_11__all_context__series_mean,current_sparsity,11,all_context,series_mean,7.866245,-2.0454547,0.66528267
current_sparsity__layer_11__final_context__per_variate,current_sparsity,11,final_context,per_variate,9.082201,-1.9433783,0.7552537
current_sparsity__layer_11__final_context__series_mean,current_sparsity,11,final_context,series_mean,7.941426,-2.0885353,0.673318
current_sparsity__layer_11__first_decode__per_variate,current_sparsity,11,first_decode,per_variate,8.864385,-2.014473,0.6947594
current_sparsity__layer_11__first_decode__series_mean,current_sparsity,11,first_decode,series_mean,7.8110104,-2.1307824,0.6460058
future_sparsity__layer_-1__all_context__per_variate,future_sparsity,-1,all_context,per_variate,6.6625924,-2.142295,0.5988126
future_sparsity__layer_-1__all_context__series_mean,future_sparsity,-1,all_context,series_mean,6.664791,-2.1432896,0.6001189
future_sparsity__layer_-1__final_context__per_variate,future_sparsity,-1,final_context,per_variate,6.725116,-2.2375882,0.5886779
future_sparsity__layer_-1__final_context__series_mean,future_sparsity,-1,final_context,series_mean,6.691374,-2.1815178,0.59686613
future_sparsity__layer_-1__first_decode__per_variate,future_sparsity,-1,first_decode,per_variate,6.5763445,-2.0042546,0.6123311
future_sparsity__layer_-1__first_decode__series_mean,future_sparsity,-1,first_decode,series_mean,6.635548,-2.0969665,0.6041624
future_sparsity__layer_0__all_context__per_variate,future_sparsity,0,all_context,per_variate,7.974515,-2.3200696,0.44361353
future_sparsity__layer_0__all_context__series_mean,future_sparsity,0,all_context,series_mean,7.2442265,-2.221352,0.5303304
future_sparsity__layer_0__final_context__per_variate,future_sparsity,0,final_context,per_variate,7.953809,-2.4001763,0.42363152
future_sparsity__layer_0__final_context__series_mean,future_sparsity,0,final_context,series_mean,7.2638803,-2.2571685,0.5204046
future_sparsity__layer_0__first_decode__per_variate,future_sparsity,0,first_decode,per_variate,7.4123,-2.0839667,0.463913
future_sparsity__layer_0__first_decode__series_mean,future_sparsity,0,first_decode,series_mean,7.068732,-2.1432018,0.5434188
future_sparsity__layer_1__all_context__per_variate,future_sparsity,1,all_context,per_variate,9.22522,-2.3363657,0.3118602
future_sparsity__layer_1__all_context__series_mean,future_sparsity,1,all_context,series_mean,7.807992,-2.2424605,0.48479947
future_sparsity__layer_1__final_context__per_variate,future_sparsity,1,final_context,per_variate,9.212295,-2.428952,0.31080794
future_sparsity__layer_1__final_context__series_mean,future_sparsity,1,final_context,series_mean,7.83302,-2.2833905,0.48325545
future_sparsity__layer_1__first_decode__per_variate,future_sparsity,1,first_decode,per_variate,7.747018,-2.06671,0.46347004
future_sparsity__layer_1__first_decode__series_mean,future_sparsity,1,first_decode,series_mean,7.2100663,-2.1425157,0.55368984
future_sparsity__layer_2__all_context__per_variate,future_sparsity,2,all_context,per_variate,9.580841,-2.2580495,0.31565663
future_sparsity__layer_2__all_context__series_mean,future_sparsity,2,all_context,series_mean,7.974645,-2.214339,0.48908553
future_sparsity__layer_2__final_context__per_variate,future_sparsity,2,final_context,per_variate,9.549437,-2.3502746,0.32041863
future_sparsity__layer_2__final_context__series_mean,future_sparsity,2,final_context,series_mean,7.978391,-2.2528448,0.48958218
future_sparsity__layer_2__first_decode__per_variate,future_sparsity,2,first_decode,per_variate,7.929488,-2.0195422,0.48898602
future_sparsity__layer_2__first_decode__series_mean,future_sparsity,2,first_decode,series_mean,7.279653,-2.1242895,0.56887084
future_sparsity__layer_3__all_context__per_variate,future_sparsity,3,all_context,per_variate,9.650074,-2.1803958,0.39326504
future_sparsity__layer_3__all_context__series_mean,future_sparsity,3,all_context,series_mean,8.042499,-2.187844,0.5230117
future_sparsity__layer_3__final_context__per_variate,future_sparsity,3,final_context,per_variate,9.564601,-2.264443,0.3993
future_sparsity__layer_3__final_context__series_mean,future_sparsity,3,final_context,series_mean,8.016903,-2.2212415,0.52378887
future_sparsity__layer_3__first_decode__per_variate,future_sparsity,3,first_decode,per_variate,8.106661,-1.9972873,0.5522494
future_sparsity__layer_3__first_decode__series_mean,future_sparsity,3,first_decode,series_mean,7.3726473,-2.1176152,0.5982951
future_sparsity__layer_4__all_context__per_variate,future_sparsity,4,all_context,per_variate,9.547555,-2.1090114,0.45176893
future_sparsity__layer_4__all_context__series_mean,future_sparsity,4,all_context,series_mean,8.058816,-2.1646898,0.5515784
future_sparsity__layer_4__final_context__per_variate,future_sparsity,4,final_context,per_variate,9.35854,-2.178867,0.45511475
future_sparsity__layer_4__final_context__series_mean,future_sparsity,4,final_context,series_mean,7.9915285,-2.1921158,0.5512691
future_sparsity__layer_4__first_decode__per_variate,future_sparsity,4,first_decode,per_variate,8.306459,-2.0003216,0.6002695
future_sparsity__layer_4__first_decode__series_mean,future_sparsity,4,first_decode,series_mean,7.5080647,-2.1255329,0.622547
future_sparsity__layer_5__all_context__per_variate,future_sparsity,5,all_context,per_variate,9.473972,-2.0540035,0.5131653
future_sparsity__layer_5__all_context__series_mean,future_sparsity,5,all_context,series_mean,8.069141,-2.144245,0.5805971
future_sparsity__layer_5__final_context__per_variate,future_sparsity,5,final_context,per_variate,9.167392,-2.106706,0.5123539
future_sparsity__layer_5__final_context__series_mean,future_sparsity,5,final_context,series_mean,7.9638524,-2.1656904,0.5791954
future_sparsity__layer_5__first_decode__per_variate,future_sparsity,5,first_decode,per_variate,8.384155,-1.979474,0.65571475
future_sparsity__layer_5__first_decode__series_mean,future_sparsity,5,first_decode,series_mean,7.590421,-2.1213748,0.64913386
future_sparsity__layer_6__all_context__per_variate,future_sparsity,6,all_context,per_variate,9.376047,-1.9857317,0.6141707
future_sparsity__layer_6__all_context__series_mean,future_sparsity,6,all_context,series_mean,8.069384,-2.1192179,0.6265332
future_sparsity__layer_6__final_context__per_variate,future_sparsity,6,final_context,per_variate,9.1057205,-2.042684,0.61481637
future_sparsity__layer_6__final_context__series_mean,future_sparsity,6,final_context,series_mean,7.988723,-2.1438575,0.6263295
future_sparsity__layer_6__first_decode__per_variate,future_sparsity,6,first_decode,per_variate,8.541724,-1.9554027,0.7537623
future_sparsity__layer_6__first_decode__series_mean,future_sparsity,6,first_decode,series_mean,7.7135243,-2.118953,0.6928163
future_sparsity__layer_7__all_context__per_variate,future_sparsity,7,all_context,per_variate,9.521201,-1.9755718,0.6733123
future_sparsity__layer_7__all_context__series_mean,future_sparsity,7,all_context,series_mean,8.16367,-2.1190507,0.65058166
future_sparsity__layer_7__final_context__per_variate,future_sparsity,7,final_context,per_variate,9.215537,-2.0246756,0.6745736
future_sparsity__layer_7__final_context__series_mean,future_sparsity,7,final_context,series_mean,8.068791,-2.1410716,0.64984506
future_sparsity__layer_7__first_decode__per_variate,future_sparsity,7,first_decode,per_variate,8.872495,-1.9887186,0.7849373
future_sparsity__layer_7__first_decode__series_mean,future_sparsity,7,first_decode,series_mean,7.8803706,-2.1377585,0.701626
future_sparsity__layer_8__all_context__per_variate,future_sparsity,8,all_context,per_variate,9.601052,-1.9547408,0.72849596
future_sparsity__layer_8__all_context__series_mean,future_sparsity,8,all_context,series_mean,8.227097,-2.1130753,0.67388254
future_sparsity__layer_8__final_context__per_variate,future_sparsity,8,final_context,per_variate,9.318582,-2.0080576,0.73231506
future_sparsity__layer_8__final_context__series_mean,future_sparsity,8,final_context,series_mean,8.153739,-2.138527,0.673772
future_sparsity__layer_8__first_decode__per_variate,future_sparsity,8,first_decode,per_variate,9.207056,-2.034672,0.7955724
future_sparsity__layer_8__first_decode__series_mean,future_sparsity,8,first_decode,series_mean,8.051495,-2.1595755,0.70421916
future_sparsity__layer_9__all_context__per_variate,future_sparsity,9,all_context,per_variate,9.8267,-1.9764845,0.7467291
future_sparsity__layer_9__all_context__series_mean,future_sparsity,9,all_context,series_mean,8.314006,-2.1204019,0.6780101
future_sparsity__layer_9__final_context__per_variate,future_sparsity,9,final_context,per_variate,9.705212,-2.0493207,0.7595246
future_sparsity__layer_9__final_context__series_mean,future_sparsity,9,final_context,series_mean,8.308546,-2.1536255,0.6808501
future_sparsity__layer_9__first_decode__per_variate,future_sparsity,9,first_decode,per_variate,9.572344,-2.0981364,0.7584397
future_sparsity__layer_9__first_decode__series_mean,future_sparsity,9,first_decode,series_mean,8.2034025,-2.1850615,0.6824275
future_sparsity__layer_10__all_context__per_variate,future_sparsity,10,all_context,per_variate,9.2708435,-1.8864714,0.7369205
future_sparsity__layer_10__all_context__series_mean,future_sparsity,10,all_context,series_mean,7.9759555,-2.0652056,0.67139363
future_sparsity__layer_10__final_context__per_variate,future_sparsity,10,final_context,per_variate,9.338973,-1.9863135,0.7604935
future_sparsity__layer_10__final_context__series_mean,future_sparsity,10,final_context,series_mean,8.030391,-2.1052835,0.6787232
future_sparsity__layer_10__first_decode__per_variate,future_sparsity,10,first_decode,per_variate,9.117357,-2.042888,0.72578704
future_sparsity__layer_10__first_decode__series_mean,future_sparsity,10,first_decode,series_mean,7.9108744,-2.1426682,0.6650116
future_sparsity__layer_11__all_context__per_variate,future_sparsity,11,all_context,per_variate,8.9379425,-1.8332433,0.72814983
future_sparsity__layer_11__all_context__series_mean,future_sparsity,11,all_context,series_mean,7.866245,-2.0454547,0.66528267
future_sparsity__layer_11__final_context__per_variate,future_sparsity,11,final_context,per_variate,9.082201,-1.9433783,0.7552537
future_sparsity__layer_11__final_context__series_mean,future_sparsity,11,final_context,series_mean,7.941426,-2.0885353,0.673318
future_sparsity__layer_11__first_decode__per_variate,future_sparsity,11,first_decode,per_variate,8.864385,-2.014473,0.6947594
future_sparsity__layer_11__first_decode__series_mean,future_sparsity,11,first_decode,series_mean,7.8110104,-2.1307824,0.6460058
current_burstiness__layer_-1__all_context__per_variate,current_burstiness,-1,all_context,per_variate,5.1729465,0.22687957,0.7999728
current_burstiness__layer_-1__all_context__series_mean,current_burstiness,-1,all_context,series_mean,6.062879,-1.1010364,0.70747787
current_burstiness__layer_-1__final_context__per_variate,current_burstiness,-1,final_context,per_variate,2.5014062,3.941856,1.1213374
current_burstiness__layer_-1__final_context__series_mean,current_burstiness,-1,final_context,series_mean,4.279591,1.5388453,0.89030254
current_burstiness__layer_-1__first_decode__per_variate,current_burstiness,-1,first_decode,per_variate,5.2391915,-0.00094529544,0.79768646
current_burstiness__layer_-1__first_decode__series_mean,current_burstiness,-1,first_decode,series_mean,8.293874,-4.734034,0.40927115
current_burstiness__layer_0__all_context__per_variate,current_burstiness,0,all_context,per_variate,9.362057,-0.1315756,0.04036653
current_burstiness__layer_0__all_context__series_mean,current_burstiness,0,all_context,series_mean,-14.610517,1.8871788,2.8930998
current_burstiness__layer_0__final_context__per_variate,current_burstiness,0,final_context,per_variate,1.2834849,4.6477113,0.7887374
current_burstiness__layer_0__final_context__series_mean,current_burstiness,0,final_context,series_mean,-19.79084,5.204389,3.334257
current_burstiness__layer_0__first_decode__per_variate,current_burstiness,0,first_decode,per_variate,10.925838,-1.0020554,0.78549284
current_burstiness__layer_0__first_decode__series_mean,current_burstiness,0,first_decode,series_mean,-6.036455,-3.2584403,2.5433903
current_burstiness__layer_1__all_context__per_variate,current_burstiness,1,all_context,per_variate,18.774834,0.37251946,-2.4280906
current_burstiness__layer_1__all_context__series_mean,current_burstiness,1,all_context,series_mean,-35.855865,2.959395,4.3124614
current_burstiness__layer_1__final_context__per_variate,current_burstiness,1,final_context,per_variate,1.2554138,6.2186546,-1.7723202
current_burstiness__layer_1__final_context__series_mean,current_burstiness,1,final_context,series_mean,-47.834373,6.763541,5.1142554
current_burstiness__layer_1__first_decode__per_variate,current_burstiness,1,first_decode,per_variate,23.73345,-1.0649136,-1.8197033
current_burstiness__layer_1__first_decode__series_mean,current_burstiness,1,first_decode,series_mean,-12.22576,-3.2690578,2.3578298
current_burstiness__layer_2__all_context__per_variate,current_burstiness,2,all_context,per_variate,21.423504,1.0854429,-2.5075707
current_burstiness__layer_2__all_context__series_mean,current_burstiness,2,all_context,series_mean,-40.748314,2.1459394,4.1173587
current_burstiness__layer_2__final_context__per_variate,current_burstiness,2,final_context,per_variate,3.1909213,6.807921,-1.9848199
current_burstiness__layer_2__final_context__series_mean,current_burstiness,2,final_context,series_mean,-52.621223,5.659177,4.8107142
current_burstiness__layer_2__first_decode__per_variate,current_burstiness,2,first_decode,per_variate,24.951279,-0.32287517,-1.8678215
current_burstiness__layer_2__first_decode__series_mean,current_burstiness,2,first_decode,series_mean,-15.1748085,-3.7536798,1.9779463
current_burstiness__layer_3__all_context__per_variate,current_burstiness,3,all_context,per_variate,26.022264,1.122153,-1.9526707
current_burstiness__layer_3__all_context__series_mean,current_burstiness,3,all_context,series_mean,-41.146446,1.0972097,3.0237272
current_burstiness__layer_3__final_context__per_variate,current_burstiness,3,final_context,per_variate,8.882693,6.2943387,-1.6819471
current_burstiness__layer_3__final_context__series_mean,current_burstiness,3,final_context,series_mean,-51.531425,4.042949,3.5421631
current_burstiness__layer_3__first_decode__per_variate,current_burstiness,3,first_decode,per_variate,28.099442,-0.12606217,-1.4879858
current_burstiness__layer_3__first_decode__series_mean,current_burstiness,3,first_decode,series_mean,-17.764668,-3.9879062,1.0417913
current_burstiness__layer_4__all_context__per_variate,current_burstiness,4,all_context,per_variate,29.272312,0.9977083,-1.3764262
current_burstiness__layer_4__all_context__series_mean,current_burstiness,4,all_context,series_mean,-39.485455,0.06860854,2.1363673
current_burstiness__layer_4__final_context__per_variate,current_burstiness,4,final_context,per_variate,14.398046,5.388631,-1.4067585
current_burstiness__layer_4__final_context__series_mean,current_burstiness,4,final_context,series_mean,-46.982822,2.2522252,2.5513
current_burstiness__layer_4__first_decode__per_variate,current_burstiness,4,first_decode,per_variate,29.326204,0.018790916,-1.1512734
current_burstiness__layer_4__first_decode__series_mean,current_burstiness,4,first_decode,series_mean,-20.960867,-3.8018947,0.28704527
current_burstiness__layer_5__all_context__per_variate,current_burstiness,5,all_context,per_variate,32.749485,0.87642324,-0.7549357
current_burstiness__layer_5__all_context__series_mean,current_burstiness,5,all_context,series_mean,-38.499474,-0.737863,1.2063384
current_burstiness__layer_5__final_context__per_variate,current_burstiness,5,final_context,per_variate,18.522993,4.8807335,-1.0373409
current_burstiness__layer_5__final_context__series_mean,current_burstiness,5,final_context,series_mean,-44.51234,0.9425636,1.5993694
current_burstiness__layer_5__first_decode__per_variate,current_burstiness,5,first_decode,per_variate,32.273533,0.023911506,-0.7338767
current_burstiness__layer_5__first_decode__series_mean,current_burstiness,5,first_decode,series_mean,-22.120813,-4.000954,-0.5921349
current_burstiness__layer_6__all_context__per_variate,current_burstiness,6,all_context,per_variate,34.62351,0.8332122,-0.009645138
current_burstiness__layer_6__all_context__series_mean,current_burstiness,6,all_context,series_mean,-37.293907,-1.7116476,-0.51103586
current_burstiness__layer_6__final_context__per_variate,current_burstiness,6,final_context,per_variate,21.184519,4.5361,-0.5381523
current_burstiness__layer_6__final_context__series_mean,current_burstiness,6,final_context,series_mean,-43.22065,-0.20628871,-0.24787517
current_burstiness__layer_6__first_decode__per_variate,current_burstiness,6,first_decode,per_variate,33.89356,0.06748909,-0.28922647
current_burstiness__layer_6__first_decode__series_mean,current_burstiness,6,first_decode,series_mean,-24.349215,-4.33111,-2.371214
current_burstiness__layer_7__all_context__per_variate,current_burstiness,7,all_context,per_variate,36.66886,0.6706876,0.77816445
current_burstiness__layer_7__all_context__series_mean,current_burstiness,7,all_context,series_mean,-37.8855,-2.091584,-1.3498865
current_burstiness__layer_7__final_context__per_variate,current_burstiness,7,final_context,per_variate,24.069508,4.1060705,0.16017266
current_burstiness__layer_7__final_context__series_mean,current_burstiness,7,final_context,series_mean,-42.866806,-0.836266,-1.0943167
current_burstiness__layer_7__first_decode__per_variate,current_burstiness,7,first_decode,per_variate,36.132244,-0.07136602,0.2932627
current_burstiness__layer_7__first_decode__series_mean,current_burstiness,7,first_decode,series_mean,-27.381903,-4.136606,-2.9046416
current_burstiness__layer_8__all_context__per_variate,current_burstiness,8,all_context,per_variate,38.62118,0.44427344,1.1943992
current_burstiness__layer_8__all_context__series_mean,current_burstiness,8,all_context,series_mean,-37.700775,-2.6076121,-2.1238003
current_burstiness__layer_8__final_context__per_variate,current_burstiness,8,final_context,per_variate,28.75176,3.23109,0.37533385
current_burstiness__layer_8__final_context__series_mean,current_burstiness,8,final_context,series_mean,-41.13389,-1.7505788,-1.9517316
current_burstiness__layer_8__first_decode__per_variate,current_burstiness,8,first_decode,per_variate,36.35254,0.056135856,0.36978573
current_burstiness__layer_8__first_decode__series_mean,current_burstiness,8,first_decode,series_mean,-32.14498,-3.5420926,-3.2183127
current_burstiness__layer_9__all_context__per_variate,current_burstiness,9,all_context,per_variate,39.69851,0.21495579,1.5044675
current_burstiness__layer_9__all_context__series_mean,current_burstiness,9,all_context,series_mean,-37.165966,-2.8701315,-2.3442621
current_burstiness__layer_9__final_context__per_variate,current_burstiness,9,final_context,per_variate,32.455986,2.5047724,0.49035856
current_burstiness__layer_9__final_context__series_mean,current_burstiness,9,final_context,series_mean,-40.670464,-2.178646,-2.3514538
current_burstiness__layer_9__first_decode__per_variate,current_burstiness,9,first_decode,per_variate,37.040863,0.07356293,0.49940282
current_burstiness__layer_9__first_decode__series_mean,current_burstiness,9,first_decode,series_mean,-35.39369,-2.8426259,-2.5990274
current_burstiness__layer_10__all_context__per_variate,current_burstiness,10,all_context,per_variate,31.73577,1.110511,1.4059318
current_burstiness__layer_10__all_context__series_mean,current_burstiness,10,all_context,series_mean,-28.43375,-4.30401,-2.1694279
current_burstiness__layer_10__final_context__per_variate,current_burstiness,10,final_context,per_variate,27.069742,2.8641872,0.16823527
current_burstiness__layer_10__final_context__series_mean,current_burstiness,10,final_context,series_mean,-32.11293,-3.791029,-2.4200726
current_burstiness__layer_10__first_decode__per_variate,current_burstiness,10,first_decode,per_variate,29.033173,1.2474519,0.5096233
current_burstiness__layer_10__first_decode__series_mean,current_burstiness,10,first_decode,series_mean,-28.466581,-3.5926566,-1.8093427
current_burstiness__layer_11__all_context__per_variate,current_burstiness,11,all_context,per_variate,26.115446,1.8202578,1.2629527
current_burstiness__layer_11__all_context__series_mean,current_burstiness,11,all_context,series_mean,-26.439213,-4.669795,-1.9800078
current_burstiness__layer_11__final_context__per_variate,current_burstiness,11,final_context,per_variate,22.351068,3.3713872,-0.0054061925
current_burstiness__layer_11__final_context__series_mean,current_burstiness,11,final_context,series_mean,-29.499252,-4.3122573,-2.2862036
current_burstiness__layer_11__first_decode__per_variate,current_burstiness,11,first_decode,per_variate,24.40399,1.8248886,0.3324696
current_burstiness__layer_11__first_decode__series_mean,current_burstiness,11,first_decode,series_mean,-25.770452,-3.9124937,-1.3801603
future_burstiness__layer_-1__all_context__per_variate,future_burstiness,-1,all_context,per_variate,6.0742493,-1.2809083,0.62542146
future_burstiness__layer_-1__all_context__series_mean,future_burstiness,-1,all_context,series_mean,6.330665,-1.5127282,0.6664172
future_burstiness__layer_-1__final_context__per_variate,future_burstiness,-1,final_context,per_variate,4.030737,1.9506849,0.91393644
future_burstiness__layer_-1__final_context__series_mean,future_burstiness,-1,final_context,series_mean,5.1908846,0.70068675,0.91699743
future_burstiness__layer_-1__first_decode__per_variate,future_burstiness,-1,first_decode,per_variate,5.4580393,-0.27037728,0.7925366
future_burstiness__layer_-1__first_decode__series_mean,future_burstiness,-1,first_decode,series_mean,7.3728633,-3.2766266,0.5264543
