benchmark,dataset_name,probe_label,probe_path,layer,token_position,pooling_mode,transfer_r2,transfer_rmse,transfer_mae,baseline_transfer_r2,baseline_transfer_rmse,baseline_transfer_mae,transfer_count
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/coordination__layer_-1__final_context__series_mean.pt,-1,final_context,series_mean,-0.7165739877625115,0.2830314176326777,0.20265544926676618,-263.6457598511186,3.5142758911439773,3.1333461117133736,6.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/coordination__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.3553052639048122,0.2514907092280449,0.19214982907852643,-263.6457598511186,3.5142758911439773,3.1333461117133736,6.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/coordination__layer_5__all_context__per_variate.pt,5,all_context,per_variate,-0.40970370368066256,0.25648814903961437,0.2253596764942507,-50.28693108196393,1.5470585107357582,1.3638041958297646,672.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/coordination__layer_6__first_decode__per_variate.pt,6,first_decode,per_variate,-1.6307059930837933,0.3503801870766232,0.2631931009927649,-50.28796346927366,1.5470740815205828,1.3638270303092697,42.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/coordination__layer_7__final_context__per_variate.pt,7,final_context,per_variate,-1.0216742906857799,0.30715598157717616,0.25330150804420093,-50.28796346927366,1.5470740815205828,1.3638270303092697,42.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/coordination__layer_8__all_context__series_mean.pt,8,all_context,series_mean,-0.32297268893717224,0.24847278197204303,0.20661230126122473,-263.76423085950046,3.515062401429783,3.1340941620359755,96.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/current_burstiness__layer_-1__final_context__series_mean.pt,-1,final_context,series_mean,-0.20079030410723875,1245860.522416039,509454.32487471896,-0.20079030766008654,1245860.5242591386,509456.6211198966,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/current_burstiness__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.19921689978276969,1245044.0247819575,509119.4067864418,-0.20079030766008654,1245860.5242591386,509456.6211198966,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/current_burstiness__layer_6__first_decode__per_variate.pt,6,first_decode,per_variate,-0.19966643914479,1245277.3619932963,509211.57998486847,-0.20079030766008676,1245860.5242591386,509456.6211198966,42.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/current_burstiness__layer_8__final_context__per_variate.pt,8,final_context,per_variate,-0.20011598708483103,1245510.659941878,509310.21763225965,-0.20079030766008676,1245860.5242591386,509456.6211198966,42.0
