mode,strength,subset,probe_score,wape,mase,wql,median_spread,median_forecast_change,window_count
baseline,0.0,high,7363.8081121677305,0.5170197911528713,23092.499496312623,0.4401734283864044,0.5848749730389611,0.0,164
baseline,0.0,low,1987.3245712370563,36438.02125090434,160.36176630291789,35206.72505950761,0.06423126775964257,0.0,169
baseline,0.0,middle,-4029.759231347937,0.4891712875443643,2.4764340359304153,0.3581384252541415,0.7218606897497197,0.0,1043
steer,-0.05,high,2848.624788609947,0.5334423857326295,23105.52687646195,0.4570395716057136,0.49988513079858043,0.05423786101235281,164
steer,-0.05,low,-1812.2866088144879,249323.60014012235,639.2248945649941,164973.19176211892,0.026520070581305663,0.004268291594044542,169
steer,-0.05,middle,-5308.81861849645,0.49777518277636995,3.201022911072299,0.3673383526727048,0.7187507463612862,0.09056869789313754,1043
steer,-0.02,high,5692.356900098847,0.5214626460993588,23095.54581449597,0.4465097159249481,0.5609800365977784,0.04985173872729519,164
steer,-0.02,low,-3928.170652852256,97848.72711065586,271.6496034644408,57687.6114492168,0.05042378946907333,0.001766516527570178,169
steer,-0.02,middle,-4462.419721330915,0.4901719904371595,2.6460735203028847,0.3589413119148794,0.7140515960286633,0.08742581426881679,1043
steer,0.02,high,5296.363898672708,0.5249003968322536,23096.45712053103,0.4429783513939871,0.619559970224367,0.05321786575027878,164
steer,0.02,low,-3514.199450250208,101704.24316598904,280.7914836715975,60672.32301655467,0.049086955385613286,0.0017941990311356735,169
steer,0.02,middle,-3999.437048117472,0.49341946791596536,2.664786729382489,0.35951425089652195,0.7267420696025877,0.0891092345367984,1043
steer,0.05,high,3806.6813529410015,0.5369207467041802,23107.565434006137,0.4538617745587012,0.6734208989073522,0.06720723190327833,164
steer,0.05,low,-5214.060372798401,250193.18247518773,648.6369784383945,164062.7048731186,0.04354475855072354,0.004304793491455335,169
steer,0.05,middle,-3933.065828844548,0.5001858035569403,3.2755183717954086,0.3644280123743358,0.7310997637020904,0.09236754076524119,1043
