mode,strength,subset,probe_score,wape,mase,wql,median_spread,median_forecast_change,window_count
baseline,0.0,high,3218.8124005717614,0.5103778278718496,2456.3312908042044,0.432553682268487,0.8980741309357547,0.0,186
baseline,0.0,low,9291.449837377515,39889.970076346035,146.88560203249108,82438.37613486208,0.04239938233118757,0.0,118
baseline,0.0,middle,-4550.512594650041,0.500842132630681,31.80820432267888,0.3612235447715838,0.7711384331824,0.0,1072
steer,-0.05,high,-4645.539854644448,0.5246669372418692,2459.676051246144,0.44744161740245836,1.0166552093340664,0.10066767472908983,186
steer,-0.05,low,-20781.389723955574,342536.65918759897,775.9119170980639,252473.40441842045,0.024831309168741614,0.006324249234887124,118
steer,-0.05,middle,-5611.4778248231805,0.5088878819617009,34.420732986081696,0.3713611766406893,0.7619823621377025,0.09569319015629016,1072
steer,-0.02,high,-1320.6132956884242,0.5150688372846931,2456.9581704936686,0.43734567920346895,0.8978070674942286,0.09229489881169772,186
steer,-0.02,low,-8820.307753740732,133118.73066240776,317.4185229455271,78241.39329513031,0.037339946807567345,0.0025688693084225246,118
steer,-0.02,middle,-5097.814121189402,0.5032152586899475,32.581204345716316,0.3640270384637562,0.7658240803121676,0.0944630239825542,1072
steer,0.02,high,446.75757000010503,0.5203109664304196,2458.5569392868792,0.43807178169929534,0.8779745300510718,0.09313202561417555,186
steer,0.02,low,-16785.234896385064,146311.574192553,321.5804176056433,97072.15584425232,0.05593419901560992,0.0025355090871571674,118
steer,0.02,middle,-4807.923420493283,0.5054012416240565,32.555203521607545,0.36209713259819154,0.7754945580281991,0.09640316855525746,1072
steer,0.05,high,-1899.9415598223286,0.5448086104256661,2462.2495169561944,0.4620619563195574,0.9348835998004482,0.09963757901387389,186
steer,0.05,low,-16375.178339036844,353059.0947676599,784.6948168258285,256176.86498607072,0.10053495924043769,0.006283955107900804,118
steer,0.05,middle,-4854.526116442325,0.5164432151093378,34.502675538099176,0.3700485085427141,0.7889315054844023,0.10105491416970157,1072
