window_id,subset,strength,mode,probe_score,forecast_regime_value,wape,mase,wql,median_spread,median_forecast_change
ds-603-5T:0,middle,0.0,baseline,-13286.0244140625,8.869000434875488,1.5363592686419796,1.9147378659231995,1.0059317350387573,1.387557029724121,0.0
ds-603-5T:0,middle,-0.05,steer,-10598.5234375,8.869000434875488,1.583803029703137,1.9738662011113017,1.001083254814148,1.3306304216384888,0.19581668078899384
ds-603-5T:0,middle,-0.02,steer,-12349.9541015625,8.869000434875488,1.5607805394613674,1.945173671483952,0.9412621855735779,1.4571223258972168,0.23317813873291016
ds-603-5T:0,middle,0.02,steer,-13574.8232421875,8.869000434875488,1.510952071378941,1.8830733173638503,0.9909629821777344,1.3506661653518677,0.19530734419822693
ds-603-5T:0,middle,0.05,steer,-12860.6357421875,8.869000434875488,1.550827728945311,1.932769656644183,0.9869837760925293,1.345979928970337,0.16518759727478027
ds-603-5T:5098,middle,0.0,baseline,17308.91015625,2.0506999492645264,0.42734779782705634,0.30560343666268486,0.30751144886016846,1.155191421508789,0.0
ds-603-5T:5098,middle,-0.05,steer,17422.748046875,2.0506999492645264,0.40488894476053894,0.2895427415671936,0.31013762950897217,0.9836739301681519,0.11484020948410034
ds-603-5T:5098,middle,-0.02,steer,17561.33984375,2.0506999492645264,0.40028498299704174,0.2862503728119491,0.2951585650444031,1.062198281288147,0.11285035312175751
ds-603-5T:5098,middle,0.02,steer,16976.73046875,2.0506999492645264,0.4071667793181942,0.2911716585114438,0.2600524127483368,1.0074783563613892,0.11632642149925232
ds-603-5T:5098,middle,0.05,steer,16820.703125,2.0506999492645264,0.42017234650219354,0.30047215344177236,0.28027188777923584,1.1406916379928589,0.12013531476259232
ds-603-5T:10197,middle,0.0,baseline,-10186.9365234375,4.903665542602539,0.9661140815615392,0.6763976359176844,0.685835063457489,1.5012316703796387,0.0
ds-603-5T:10197,middle,-0.05,steer,-11702.8759765625,4.903665542602539,0.9258074831511859,0.6481781032589942,0.6677157878875732,1.5841972827911377,0.16310930252075195
ds-603-5T:10197,middle,-0.02,steer,-10802.2822265625,4.903665542602539,0.9878964362479092,0.6916479396817774,0.6524747610092163,1.4946839809417725,0.20949912071228027
ds-603-5T:10197,middle,0.02,steer,-9595.9765625,4.903665542602539,0.932809609471802,0.6530804453116081,0.6791870594024658,1.4728118181228638,0.21940165758132935
