mode,strength,subset,probe_score,wape,mase,wql,median_spread,median_forecast_change,window_count
baseline,0.0,high,0.5703843637448561,0.5049427962661018,5456.501798143652,0.38883854091105224,0.8113651768064688,0.0,507
baseline,0.0,low,0.4088189515655171,2034.6963374492439,49.92050297155609,2272.2490046296975,0.5224285469528396,0.0,584
baseline,0.0,middle,0.5649826369639075,0.511558465797669,1.8920870770397378,0.39771718882304863,1.637059037023509,0.0,317
steer,-0.05,high,0.5709823586884335,0.5080153559377015,5457.026708981598,0.3839498949666406,0.7407045957533168,0.08905288314599961,507
steer,-0.05,low,0.403976926860744,2285.2843595218433,47.54238499049899,2029.6968024669563,0.49193369878507026,0.06812384280404842,584
steer,-0.05,middle,0.5648931081550731,0.5116855608652454,1.8860347184582398,0.396726196611591,3.5215013721628754,0.22389962616472428,317
steer,-0.02,high,0.5694371699934175,0.5058079296225625,5456.48098246454,0.386633189254502,0.7799754694455048,0.08654122029703719,507
steer,-0.02,low,0.40171157665652774,2024.911830673595,47.67796705943289,2733.7878493464186,0.5149880497212432,0.0638772475023671,584
steer,-0.02,middle,0.5649310755616859,0.5117893465419692,1.888721226965372,0.39801851134014254,2.6530050321288217,0.13029216322653092,317
steer,0.02,high,0.5709550718701568,0.5025935513586861,5456.431935527743,0.38556190974322924,0.8152090134930335,0.089246221306675,507
steer,0.02,low,0.42229885730433137,2022.0168564927483,51.037054174935435,36495.82680893714,0.5381747750252045,0.06374853577639043,584
steer,0.02,middle,0.5660406758168518,0.5124249155221156,1.896786507325687,0.3996132579103277,2.0707805796837793,0.1278573779399545,317
steer,0.05,high,0.5731318148635548,0.504942565097953,5457.0007081642325,0.39244720780702425,0.8460132787504676,0.09148963992062568,507
steer,0.05,low,0.423889955480213,2293.6517502368024,55.63264781505658,2382.697093992712,0.5768902404696286,0.06798233241112926,584
steer,0.05,middle,0.5688225796170039,0.5144347026799774,1.9141862185750587,0.403319114294382,3.0197629142326394,0.19181937478493374,317
