window_id,subset,strength,mode,probe_score,forecast_regime_value,wape,mase,wql,median_spread,median_forecast_change
ds-355-T:0,high,0.0,baseline,6529.1708984375,460090.875,0.002178306723869503,0.06000566336016924,0.0012975565623492002,0.004995649680495262,0.0
ds-355-T:0,high,-0.05,steer,7848.34033203125,460090.875,0.024157018147038176,0.6654516936630966,0.0217729564756155,0.005971855483949184,0.014273463748395443
ds-355-T:0,high,-0.02,steer,7007.59619140625,460090.875,0.010990302920555162,0.30274910785090414,0.008602454327046871,0.005624876357614994,0.005722706206142902
ds-355-T:0,high,0.02,steer,5951.6875,460090.875,0.0065317322146938315,0.17992917165377623,0.004639622289687395,0.0046581244096159935,0.00565649289637804
ds-355-T:0,high,0.05,steer,3441.486083984375,460090.875,0.01992154275982087,0.5487773486451588,0.01810174435377121,0.004467770457267761,0.014352133497595787
ds-355-T:5098,high,0.0,baseline,-1222.9560546875,729880.625,0.7295262029368624,37.84734231499582,0.529134213924408,0.7036625146865845,0.0
ds-355-T:5098,high,-0.05,steer,-6681.9423828125,729880.625,0.7061602345544792,36.63513115612404,0.49152255058288574,0.6900983452796936,0.13121533393859863
ds-355-T:5098,high,-0.02,steer,-3927.48486328125,729880.625,0.6688951548356098,34.70184319081469,0.5047099590301514,0.6871576905250549,0.12056291103363037
ds-355-T:5098,high,0.02,steer,663.5638427734375,729880.625,0.7348458554396128,38.12332240790805,0.5171474814414978,0.7634501457214355,0.12597230076789856
ds-355-T:5098,high,0.05,steer,-4578.29052734375,729880.625,0.7481761650264789,38.814890151558586,0.5168280601501465,0.8123437762260437,0.16183055937290192
ds-355-T:10197,middle,0.0,baseline,-28965.70703125,1.0935016870498657,0.08760808504598132,3.6538162374303815,0.06262877583503723,0.33814775943756104,0.0
ds-355-T:10197,middle,-0.05,steer,-18009.22265625,1.0935016870498657,0.12757494081855186,5.320689180769018,0.08759865164756775,0.3856753706932068,0.04476340115070343
ds-355-T:10197,middle,-0.02,steer,-25073.751953125,1.0935016870498657,0.11549239569903445,4.816769941762629,0.07673674821853638,0.382462739944458,0.035418979823589325
