mode,strength,subset,probe_score,wape,mase,wql,median_spread,median_forecast_change,window_count
baseline,0.0,high,13421.43556197146,0.5565855441093587,40288.17414141173,0.5066511469566204,0.5970576388137216,0.0,94
baseline,0.0,low,2269.1503485107423,12617.855733070563,68.14272165271178,12785.394736568995,0.399273038811516,0.0,400
baseline,0.0,middle,-10588.79484800741,1274.4603105067,2.6544961755650367,1212.5832949944313,0.7346401810788606,0.0,882
steer,-0.05,high,15865.488195541056,0.7107690868632989,40731.35594110931,0.6539510248744107,0.8532690753010993,0.10581691054865083,94
steer,-0.05,low,6042.135781784058,795529.4636738744,3651.292977898306,650628.8731569748,0.45163095337338743,0.08983032013522461,400
steer,-0.05,middle,-7517.738590802735,81665.8901148258,14.198003244393556,64757.05277175565,0.8401323929587442,0.11819735135040468,882
steer,-0.02,high,14702.176481206367,0.6099637447962994,40550.84994101279,0.5482608866580623,0.6302535213614279,0.06007367901087917,94
steer,-0.02,low,4738.770470199585,298249.5490644796,1204.8388721938327,257615.29211769637,0.41203206513018814,0.06400317054474726,400
steer,-0.02,middle,-9104.906696878594,30218.412735568698,6.367710853631519,25807.065184450163,0.7684622628048333,0.09700214465902675,882
steer,0.02,high,16969.533469991482,0.604157152484298,40472.39205595094,0.5512386801791318,0.5450319323436099,0.05542817006898212,94
steer,0.02,low,8281.632331542969,324641.567875542,1851.4475772858746,292394.5970082216,0.3684871394117363,0.062230519191361966,400
steer,0.02,middle,-10364.92689662942,37259.21474063355,8.56935590195821,33787.1230928655,0.6932164283969298,0.09219464643693649,882
steer,0.05,high,17682.362728037733,0.7207482001241391,41052.90537398672,0.657526998523068,0.4937408022307593,0.09706984951775124,94
steer,0.05,low,9507.791322402954,922385.6721874055,7129.598954838315,886127.1249325123,0.3408735692308983,0.09073335792170838,400
steer,0.05,middle,-11447.391418111027,109876.88473032374,24.313385848404167,105756.74125559391,0.6508667992999199,0.11132786904784794,882
