benchmark,dataset_name,probe_label,probe_path,layer,token_position,pooling_mode,transfer_r2,transfer_rmse,transfer_mae,baseline_transfer_r2,baseline_transfer_rmse,baseline_transfer_mae,transfer_count
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/coordination__layer_-1__all_context__per_variate.pt,-1,all_context,per_variate,-0.00399042911717995,0.21645527273858542,0.19607157579545648,-57.9389119994486,1.6584578578587392,1.427742174826952,672.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/coordination__layer_-1__all_context__series_mean.pt,-1,all_context,series_mean,-0.771740931202596,0.28754345869801146,0.1968353117351309,-362.16498827642874,4.116758296969213,3.6553265859106365,96.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/coordination__layer_-1__final_context__per_variate.pt,-1,final_context,per_variate,0.000590267556600188,0.21596092067510686,0.19514718723193894,-57.93196238907087,1.6583600788590767,1.4276696939078843,42.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/coordination__layer_-1__first_decode__per_variate.pt,-1,first_decode,per_variate,-1.9189747864411606,0.3690783368441841,0.2952955362262571,-57.93196238907087,1.6583600788590767,1.4276696939078843,42.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/coordination__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-58.8713467397578,1.6715250778931683,1.6552888177926024,-361.9977990531455,4.115810577781414,3.6544449021687027,6.0
fev,ETT_15T,coordination,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/coordination__layer_1__final_context__series_mean.pt,1,final_context,series_mean,-480.7636697803771,4.741550782603542,4.080999259554634,-361.9977990531455,4.115810577781414,3.6544449021687027,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_burstiness__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.19921689651617025,1245044.0230862426,509117.2955467701,-0.19921689877081294,1245044.0242566436,509118.75274761516,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_burstiness__layer_0__all_context__series_mean.pt,0,all_context,series_mean,-0.19993872086806408,1245418.6708680778,509259.0422273473,-0.19921689877081294,1245044.0242566436,509118.75274761516,96.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_burstiness__layer_0__final_context__per_variate.pt,0,final_context,per_variate,-0.1995631567939078,1245223.7562835873,509152.0812955602,-0.20079030766008676,1245860.5242591386,509456.6211198966,42.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_burstiness__layer_0__final_context__series_mean.pt,0,final_context,series_mean,-0.19921689781437535,1245044.02376015,509118.1345911026,-0.19921689877081294,1245044.0242566436,509118.75274761516,6.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_burstiness__layer_6__first_decode__per_variate.pt,6,first_decode,per_variate,-0.20079030766008676,1245860.5242591386,509456.6211198966,-0.20079030766008676,1245860.5242591386,509456.6211198966,42.0
fev,ETT_15T,current_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_burstiness__layer_11__all_context__per_variate.pt,11,all_context,per_variate,-0.2001158792263218,1245510.603972735,509306.6525184748,-0.20079030766008654,1245860.5242591386,509456.6211198966,672.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_sparsity__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-0.9872053900267779,0.12303686888105975,0.0891341107755782,0.9999845759094003,0.00034277858049255844,0.00029029797541499976,6.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_sparsity__layer_0__all_context__series_mean.pt,0,all_context,series_mean,-259.17889246748376,1.4078290501206912,1.102805481080144,0.999999939600902,2.1450089977607138e-05,1.816587023464675e-05,96.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_sparsity__layer_0__final_context__series_mean.pt,0,final_context,series_mean,-11.750987466229407,0.3116633981553126,0.27096581755089855,0.9999845759094003,0.00034277858049255844,0.00029029797541499976,6.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_sparsity__layer_5__first_decode__per_variate.pt,5,first_decode,per_variate,-1.006078665122213,0.12361975307019515,0.09830181651811551,0.999999980595838,1.2157977595605527e-05,9.438552315577146e-06,42.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_sparsity__layer_11__all_context__per_variate.pt,11,all_context,per_variate,-2.6539301363330816,0.16683762998186083,0.1350565348475143,0.9999999999247863,7.569417625882183e-07,5.878296166823086e-07,672.0
fev,ETT_15T,current_sparsity,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/current_sparsity__layer_11__final_context__per_variate.pt,11,final_context,per_variate,-28.949147966081746,0.47764598106251904,0.37748450628498637,0.999999980595838,1.2157977595605527e-05,9.438552315577146e-06,42.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/future_burstiness__layer_-1__first_decode__series_mean.pt,-1,first_decode,series_mean,-1124556.423139357,1002.5719747540708,1002.5715289910635,-1114155.6160810639,997.9249108505874,997.9233105580012,6.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/future_burstiness__layer_0__all_context__series_mean.pt,0,all_context,series_mean,-1108953.9129109073,995.5926614934065,995.3189906231433,-1114155.6160810636,997.9249108505873,997.9233105580012,96.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/future_burstiness__layer_0__final_context__per_variate.pt,0,final_context,per_variate,-1081267.7287164952,983.0861181674508,978.2023250947591,-1113048.3680571702,997.4289190704385,997.4284710089365,42.0
fev,ETT_15T,future_burstiness,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/future_burstiness__layer_0__final_context__series_mean.pt,0,final_context,series_mean,-1115294.809068621,998.4349552190744,998.4324266115824,-1114155.6160810639,997.9249108505874,997.9233105580012,6.0
