mode,strength,subset,probe_score,wape,mase,wql,median_spread,median_forecast_change,window_count
baseline,0.0,high,0.5658482192008476,2301.1325651824973,7699.849001612109,2183.7670042544783,0.7070858082904412,0.0,492
baseline,0.0,low,0.4197861199412371,8922.308278582295,48.129759129988116,8966.213236449159,0.5055052467033466,0.0,571
baseline,0.0,middle,0.5708419015041937,0.4818719376460817,3.156119309391068,0.3786232495991388,0.6908703712045777,0.0,313
steer,-0.05,high,0.5647748159320374,21466.80598447069,7707.778135276349,14923.422992690717,0.6902375273497366,0.08818949656705354,492
steer,-0.05,low,0.42389383452786245,108504.16198827047,193.38615931238192,83575.07640824695,0.4882310348739864,0.07529142129254542,571
steer,-0.05,middle,0.5729893835398335,0.4975009496729445,3.2853098839980066,0.3885330945705644,0.6488850265503311,0.0833058796224955,313
steer,-0.02,high,0.5657496126444359,5746.715109964092,7699.51201937033,3706.150969796691,0.6945021908528671,0.0802344002583366,492
steer,-0.02,low,0.4201752938030063,34393.63427979805,56.30862777525866,19391.985342759748,0.49846349823518593,0.06860464328492016,571
steer,-0.02,middle,0.5694489404797173,0.48553452191435137,3.1841202898450143,0.3797840342638246,0.6694865739761522,0.07526212987362053,313
steer,0.02,high,0.5653896569236507,5039.01016288169,7699.570930970837,3336.1261184026744,0.720767385803818,0.08296203462272594,492
steer,0.02,low,0.43686029106221974,29349.720987084213,53.387950787934734,16744.4106052569,0.5244447007900082,0.06811755126029834,571
steer,0.02,middle,0.5716353036915532,0.48581419209356286,3.185830178507655,0.381656861753194,0.6989167678399018,0.07507501338376477,313
steer,0.05,high,0.5609428833534078,26156.23210170158,7717.080655434862,19664.88918659182,0.7402199849967156,0.08924205195370728,492
steer,0.05,low,0.4291368393054568,113811.31789698235,519.6633545569279,89961.4445874617,0.5187632299873215,0.07475210230670308,571
steer,0.05,middle,0.5677325966449591,0.4995625719564702,3.2972298507892304,0.39334901630842745,0.7110137721618858,0.08400538110489639,313
