label,task_type,method,model_id,weight_source,backbone_train_mode,checkpoint_path,randomize_scope,randomize_layers,seed,layer,token_position,pooling_mode,artifact_path,train_accuracy,train_macro_f1,val_accuracy,val_macro_f1,test_accuracy,test_macro_f1,baseline_train_accuracy,baseline_train_macro_f1,baseline_val_accuracy,baseline_val_macro_f1,baseline_test_accuracy,baseline_test_macro_f1,shuffled_train_accuracy,shuffled_train_macro_f1,shuffled_val_accuracy,shuffled_val_macro_f1,shuffled_test_accuracy,shuffled_test_macro_f1,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae,test_r2,test_rmse,test_mae,baseline_train_r2,baseline_train_rmse,baseline_train_mae,baseline_val_r2,baseline_val_rmse,baseline_val_mae,baseline_test_r2,baseline_test_rmse,baseline_test_mae,shuffled_train_r2,shuffled_train_rmse,shuffled_train_mae,shuffled_val_r2,shuffled_val_rmse,shuffled_val_mae,shuffled_test_r2,shuffled_test_rmse,shuffled_test_mae,run_arm,issue3_matched_metric_name,issue3_reference
domain,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],44,5,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/domain__layer_5__all_context__series_mean.pt,0.7,0.6770834295897045,0.5357035024154589,0.4900657394982897,0.5145985401459854,0.472766514584576,0.440625,0.4303280417720544,0.4190821256038647,0.3950860477857371,0.3381995133819951,0.322027734094812,0.3458333333333333,0.3282838053306918,0.3206521739130434,0.3021383070198035,0.3416970802919708,0.3175595284693928,,,,,,,,,,,,,,,,,,,,,,,,,,,,pretrained_lp,test_accuracy,0.592
shift_risk,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],44,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/shift_risk__layer_5__final_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.84429541647507,36736.75931454348,24065.790618951207,-0.9899621243980654,184504.2886988941,107493.94030699796,-3.199577662480089,151731.4489058874,100107.38067751448,0.0999994539744638,88322.53607140202,32252.79852413181,0.1295559479269928,122026.59453438772,36080.13580645917,0.0476135229211257,72256.91351925435,32960.12438798368,-0.4515034494132328,112165.4699917182,45058.94352978527,-2.0234518841905205,227423.63204690072,133356.89069645284,-7.243552030630585,212583.71298474827,125174.25948518616,pretrained_lp,test_r2,0.165
coordination,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],44,11,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed44/probes/artifacts/coordination__layer_11__all_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.2850395991916751,0.3886886587328902,0.3288053280493014,0.0315881207523714,0.450622735536879,0.3725883235033292,0.0458787843607317,0.4375428294877864,0.3591971023006312,0.0956473927999977,0.4371492847421847,0.4026255519142228,0.048603873622381,0.4466462941734406,0.4125563446431459,0.0606147935980292,0.4341508471782723,0.3959714317734944,-0.052260817684806,0.4715443811555615,0.4418734427496231,-0.0842921712650681,0.4768219139286732,0.4408827936962864,-0.0764786837308737,0.4647522615042926,0.4242390234895302,pretrained_lp,test_r2,0.122
frequency_bucket,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],44,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/frequency_bucket__layer_5__final_context__series_mean.pt,0.8329297820823245,0.7304327718947894,0.6976744186046512,0.5320190457365107,0.7112403100775194,0.5307831266477883,0.4035512510088781,0.3810967098703888,0.3885658914728682,0.3751893788565403,0.375,0.3533099582921647,0.6707021791767555,0.4933896688019626,0.6753875968992248,0.5104662408332779,0.6492248062015504,0.4664671069168018,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_init_lp,test_accuracy,0.835
metric_type,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],44,9,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/metric_type__layer_9__all_context__series_mean.pt,0.5087416247906198,0.4924156069403096,0.3836077844311377,0.3538905315820375,0.4404852642276423,0.3983527718725188,0.4020100502512563,0.3996518629571238,0.3722554890219561,0.3646557310610774,0.3516260162601626,0.3377772138555204,0.3486704355108878,0.3352981954603249,0.3453717564870259,0.3267181622400962,0.3494664634146341,0.3243629649481234,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_init_lp,test_accuracy,0.61
domain,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],44,5,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/domain__layer_5__all_context__series_mean.pt,0.50546875,0.476094599180054,0.3889643719806763,0.352751323164258,0.3929440389294404,0.3526327644065528,0.440625,0.4303280417720544,0.4190821256038647,0.3950860477857371,0.3381995133819951,0.322027734094812,0.3477213541666666,0.3260405294192836,0.3388435990338164,0.3145758754422981,0.3395681265206812,0.3130664386201928,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_init_lp,test_accuracy,0.592
shift_risk,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],44,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/shift_risk__layer_5__final_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.3943633446493372,72452.97462095415,33511.76490612613,-0.155058262308267,140567.85114837575,51317.55677022056,-0.4558133256769756,89335.82278701203,46738.99463276395,0.0999994539744638,88322.53607140202,32252.79852413181,0.1295559479269928,122026.59453438772,36080.13580645917,0.0476135229211257,72256.91351925435,32960.12438798368,-0.0796727221100657,96737.8005292689,34749.37649480637,-0.1143958759400434,138071.4254222165,43890.596048617546,-0.4488514185567491,89121.95847018047,41401.22770675738,random_init_lp,test_r2,0.165
coordination,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],44,11,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed44/probes/artifacts/coordination__layer_11__all_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.0813159933184228,0.4405994519110602,0.4053444662069779,-0.0396178840025733,0.4668957454631786,0.425719167084745,-0.0348731071691468,0.455682494628902,0.4099406179277561,0.0956473927999977,0.4371492847421847,0.4026255519142228,0.048603873622381,0.4466462941734406,0.4125563446431459,0.0606147935980292,0.4341508471782723,0.3959714317734944,-0.0392272827989204,0.4686149553380199,0.4393642089588294,-0.0444404094036705,0.4679773983930891,0.4363107446620377,-0.0312735955217275,0.4548893233726286,0.4176651746055544,random_init_lp,test_r2,0.122
cardinality_bucket,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],44,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed44/probes/artifacts/cardinality_bucket__fno__window.pt,0.9983857949959644,0.996971442137586,0.9660852713178296,0.9334538817464648,0.9680232558139537,0.9367875151297456,0.7578692493946732,0.6274284543240832,0.7693798449612403,0.6005219953984762,0.7306201550387597,0.579948862364598,0.324455205811138,0.2898815864482933,0.3217054263565891,0.2717811546961901,0.3023255813953488,0.242732441576653,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
domain,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],44,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed44/probes/artifacts/domain__fno__window.pt,0.6333333333333333,0.558399923393737,0.5229468599033816,0.3994646565382759,0.4671532846715328,0.367399072500727,0.440625,0.4302715325358934,0.4154589371980676,0.3919893630033937,0.3381995133819951,0.3219735249065211,0.4072916666666666,0.3100864762245955,0.3526570048309179,0.2875540571260759,0.3686131386861314,0.2909959642622103,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
frequency_bucket,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],44,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed44/probes/artifacts/frequency_bucket__fno__window.pt,0.8337368845843423,0.6637055971329187,0.8313953488372093,0.6606802721088435,0.7790697674418605,0.54263499591805,0.4035512510088781,0.3810967098703888,0.3885658914728682,0.3751893788565403,0.375,0.3533099582921647,0.1581920903954802,0.1476178320758114,0.1715116279069767,0.1059990354173729,0.1812015503875969,0.1686107761024697,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
metric_type,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],44,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed44/probes/artifacts/metric_type__fno__window.pt,0.4773869346733668,0.4792058574668905,0.3483033932135728,0.3488466023872738,0.3434959349593496,0.3319381139542884,0.4020100502512563,0.3997224214575209,0.3722554890219561,0.3646257257970253,0.3526422764227642,0.3385619815325808,0.3969849246231156,0.2268031208103712,0.4211576846307385,0.2307443411552882,0.4481707317073171,0.2508822789445128,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
frequency_bucket,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],45,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/frequency_bucket__layer_5__final_context__series_mean.pt,0.997560975609756,0.9950387955432518,0.8676328502415459,0.7408001842613733,0.8759469696969697,0.7751683360773103,0.5227642276422764,0.4621222336368601,0.5043478260869565,0.4335084164738191,0.5246212121212122,0.4495408271341881,0.7455284552845528,0.4987964292549057,0.6811594202898551,0.4925445425695031,0.6960227272727273,0.5133340128954083,,,,,,,,,,,,,,,,,,,,,,,,,,,,pretrained_lp,test_accuracy,0.835
metric_type,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],45,9,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/metric_type__layer_9__all_context__series_mean.pt,0.7416561712846348,0.729890131594721,0.6294286427145709,0.6000227546902752,0.5897058823529412,0.5449754368754239,0.3887489504617968,0.3422345518501834,0.3882235528942115,0.3609550339813497,0.3784313725490196,0.3357417681263781,0.3300797649034425,0.3161018543546706,0.3270958083832335,0.3173044335008249,0.3297181372549019,0.3115542847988948,,,,,,,,,,,,,,,,,,,,,,,,,,,,pretrained_lp,test_accuracy,0.61
domain,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],45,5,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/domain__layer_5__all_context__series_mean.pt,0.6838160569105691,0.6683654043750429,0.5119365361803084,0.4735052831322896,0.5294117647058824,0.4914069946370079,0.4867886178861789,0.3972533089079384,0.498220640569395,0.3914374044940167,0.4571078431372549,0.3944720617214377,0.3433689024390244,0.3245774070586771,0.3372627520759193,0.3093482560793906,0.3382352941176471,0.3164706764067697,,,,,,,,,,,,,,,,,,,,,,,,,,,,pretrained_lp,test_accuracy,0.592
shift_risk,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],45,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/shift_risk__layer_5__final_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.9286109943711728,29724.509543261724,20245.171096611804,-0.7399451821865581,141210.1639970661,85376.42126657393,-1.2382892782963468,142764.3498657586,86653.3854442301,0.2096466664517909,98903.04796889854,42138.966477910144,0.086003095868745,102345.92060211148,41791.3481629157,0.0382056217219485,93584.25381303384,41766.76380077742,-0.5636833834231916,139114.83393193918,58081.36015605134,-4.480164917614064,250608.03345003264,157630.0580082537,-4.471970073316409,223220.2146959745,145749.2292133087,pretrained_lp,test_r2,0.165
coordination,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],45,11,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed45/probes/artifacts/coordination__layer_11__all_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.2955585408635083,0.3795355362655788,0.3169167778371914,0.0620257351760757,0.4371249634180263,0.3623423188159321,0.0993516408277637,0.4308841186448845,0.3522343029844306,0.0772336657591187,0.434386042570886,0.3987187510851561,0.055654622923301,0.438607018488729,0.4025654525529515,0.1042326678421665,0.4297149529861944,0.3925694072375202,-0.0427034607139018,0.4617537158690125,0.4257389493210724,-0.0575701855736208,0.4641568317225061,0.424198199525449,-0.0544083440594971,0.4662161066567079,0.428913593073232,pretrained_lp,test_r2,0.122
frequency_bucket,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],45,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed45/probes/artifacts/frequency_bucket__layer_5__final_context__series_mean.pt,0.8235772357723578,0.7239182894953242,0.7159420289855073,0.5495896883289124,0.6903409090909091,0.529834011167586,0.5227642276422764,0.4621222336368601,0.5043478260869565,0.4335084164738191,0.5246212121212122,0.4495408271341881,0.6764227642276422,0.5034204888499367,0.702415458937198,0.5209600634752711,0.6458333333333334,0.4866803917898809,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_init_lp,test_accuracy,0.835
metric_type,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],45,9,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed45/probes/artifacts/metric_type__layer_9__all_context__series_mean.pt,0.503463476070529,0.4843769188036431,0.4223428143712575,0.3914669277223961,0.4125612745098039,0.372013485801806,0.3887489504617968,0.3422345518501834,0.3882235528942115,0.3609550339813497,0.3784313725490196,0.3357417681263781,0.3575776658270361,0.3371652745046403,0.3576596806387225,0.3405055246236152,0.3572303921568627,0.3291461736221638,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_init_lp,test_accuracy,0.61
domain,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],45,5,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed45/probes/artifacts/domain__layer_5__all_context__series_mean.pt,0.4878048780487805,0.4713499926059786,0.3845640569395018,0.3574563764815866,0.4022671568627451,0.3742127370897484,0.4867886178861789,0.3972533089079384,0.498220640569395,0.3914374044940167,0.4571078431372549,0.3944720617214377,0.3409552845528455,0.3214197670476872,0.3356316725978647,0.3094503731708986,0.3239889705882353,0.2988080135131455,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_init_lp,test_accuracy,0.592
shift_risk,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],45,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed45/probes/artifacts/shift_risk__layer_5__final_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.5569109784728297,74053.31864465216,40445.43495912818,-0.3167840803402866,122844.42678666885,53190.50027289368,-0.2718208691477426,107615.45302030108,53826.25671445655,0.2096466664517909,98903.04796889854,42138.966477910144,0.086003095868745,102345.92060211148,41791.3481629157,0.0382056217219485,93584.25381303384,41766.76380077742,-0.1717279579181083,120423.82772331942,44461.72277409148,-0.1976371750518852,117154.99466128324,46636.161845003415,-0.2277777396173652,105735.6750456948,47258.0691531354,random_init_lp,test_r2,0.165
coordination,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],45,11,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed45/probes/artifacts/coordination__layer_11__all_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.0937949992541378,0.4304703255566471,0.3881480074058864,-0.0374028481111301,0.4597099095620173,0.4137709832016251,-0.0274983594479123,0.4602284106059388,0.4152486070155641,0.0772336657591187,0.434386042570886,0.3987187510851561,0.055654622923301,0.438607018488729,0.4025654525529515,0.1042326678421665,0.4297149529861944,0.3925694072375202,-0.0349721459988667,0.4600386522787921,0.4243318879064214,-0.02777261887938,0.4575711868742487,0.4210617489900752,-0.0317016078633978,0.4611687916826008,0.4264906981752767,random_init_lp,test_r2,0.122
cardinality_bucket,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],45,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed45/probes/artifacts/cardinality_bucket__fno__window.pt,0.9926829268292684,0.9860455799375248,0.9623188405797102,0.9425322131921766,0.9744318181818182,0.9606234030011528,0.765040650406504,0.6418372749513647,0.6985507246376812,0.5387028896872458,0.7272727272727273,0.6040215305249265,0.0365853658536585,0.0388505153708817,0.0579710144927536,0.0577104501394419,0.0445075757575757,0.046581595550573,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
domain,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],45,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed45/probes/artifacts/domain__fno__window.pt,0.6321138211382114,0.5656696923753454,0.5290628706998813,0.4079054286384584,0.4767156862745098,0.3720253329177359,0.483739837398374,0.3997002578113855,0.4922894424673784,0.395197210281263,0.4436274509803921,0.3831545606651588,0.4400406504065041,0.2889412122472435,0.494661921708185,0.3173564029668228,0.4424019607843137,0.2866733163874853,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
frequency_bucket,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],45,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed45/probes/artifacts/frequency_bucket__fno__window.pt,0.848780487804878,0.6794289749798225,0.8492753623188406,0.6546280609887571,0.8503787878787878,0.6805122588255118,0.5227642276422764,0.4621222336368601,0.5043478260869565,0.4335084164738191,0.5246212121212122,0.4495408271341881,0.551219512195122,0.440077321713085,0.5159420289855072,0.2797164316805804,0.5464015151515151,0.3072502522021861,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
metric_type,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],45,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed45/probes/artifacts/metric_type__fno__window.pt,0.3946263643996641,0.3866477063683401,0.3333333333333333,0.3162152192175287,0.3098039215686274,0.2972215752562573,0.3870696893366918,0.3392820854548065,0.3832335329341317,0.3521632397958179,0.3794117647058823,0.3354208343830203,0.3182199832073887,0.3107942714962488,0.3013972055888224,0.2947417531857687,0.2970588235294117,0.2903971738757791,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
frequency_bucket,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],46,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed46/probes/artifacts/frequency_bucket__layer_5__final_context__series_mean.pt,0.9966914805624484,0.993755487836372,0.861904761904762,0.7473662202501945,0.8538681948424068,0.7405162429435729,0.4383788254755996,0.4172898413593028,0.4361904761904762,0.4051105368934826,0.4221585482330468,0.3889731863374468,0.7320099255583127,0.5166577825159915,0.6666666666666666,0.4917321767416643,0.6752626552053486,0.5075585706222818,,,,,,,,,,,,,,,,,,,,,,,,,,,,pretrained_lp,test_accuracy,0.835
metric_type,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],46,9,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed46/probes/artifacts/metric_type__layer_9__all_context__series_mean.pt,0.748430735930736,0.7354087086317715,0.595845660749507,0.5667476463449213,0.5883857285429142,0.5565413761024227,0.3835497835497835,0.3579026724285097,0.3747534516765286,0.3427497260959462,0.3652694610778443,0.33863193426974,0.3496753246753247,0.3336752648886827,0.3391272189349112,0.3252194482544454,0.3725673652694611,0.3604588595971471,,,,,,,,,,,,,,,,,,,,,,,,,,,,pretrained_lp,test_accuracy,0.61
domain,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],46,5,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed46/probes/artifacts/domain__layer_5__all_context__series_mean.pt,0.7459349593495935,0.7221998797802902,0.5238409624413145,0.4581241690144084,0.5135494987468672,0.4730751236046023,0.4217479674796748,0.4140252163566066,0.4037558685446009,0.393946800976356,0.4022556390977443,0.3945195195195195,0.3611534552845528,0.3413194703876825,0.3761737089201878,0.3437854303203277,0.3594924812030075,0.3407848685356882,,,,,,,,,,,,,,,,,,,,,,,,,,,,pretrained_lp,test_accuracy,0.592
shift_risk,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],46,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed46/probes/artifacts/shift_risk__layer_5__final_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.82672297332541,33766.57746107355,20659.2683634622,-3.6628185394317834,151075.30348651603,90733.15088166572,-1.2824777606444662,150525.41050091706,89966.10108716947,0.1548666971629352,74572.57808356936,27719.73527178471,0.0058621895425796,69757.7579940481,25943.95437956583,0.0832713984923001,95395.29021969512,30522.844851543898,-0.5800048478219189,101963.74061063492,40856.27804118391,-5.334496499161526,176086.17849679594,108548.09759051746,-2.421529779597934,184296.33768372083,108219.82356060873,pretrained_lp,test_r2,0.165
coordination,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,full,[],46,11,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_pretrained_seed46/probes/artifacts/coordination__layer_11__all_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.310138814183355,0.3775093396637455,0.3153547981626869,0.0309420478152495,0.4499017175342564,0.3761691984484484,0.0996809053102008,0.433554121339791,0.3572284761968146,0.0735943736778168,0.4374691550570475,0.4036339175709119,0.0788828945410256,0.4386318867482515,0.4043341742866548,0.0803474425611439,0.4381844684755137,0.4046978408424573,-0.0514473672550346,0.466058694479472,0.4317447758092169,-0.0831531383875201,0.4756502260058445,0.4379677456670456,-0.0854150549646557,0.4760395203449595,0.4394451852331745,pretrained_lp,test_r2,0.122
frequency_bucket,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],46,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed46/probes/artifacts/frequency_bucket__layer_5__final_context__series_mean.pt,0.7667493796526055,0.678661102062975,0.62,0.4983902271402077,0.620821394460363,0.4834024973620727,0.4383788254755996,0.4172898413593028,0.4361904761904762,0.4051105368934826,0.4221585482330468,0.3889731863374468,0.6757650951199339,0.5198103266596417,0.6771428571428572,0.5150881886953359,0.6399235912129895,0.4690162273851754,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_init_lp,test_accuracy,0.835
metric_type,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],46,9,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed46/probes/artifacts/metric_type__layer_9__all_context__series_mean.pt,0.508982683982684,0.4901626235673497,0.4371301775147929,0.4037176053917161,0.4215319361277445,0.3910158341115172,0.3835497835497835,0.3579026724285097,0.3747534516765286,0.3427497260959462,0.3652694610778443,0.33863193426974,0.3451298701298701,0.3289580934630427,0.3580498027613412,0.3389767308391465,0.3481786427145709,0.3336520803066353,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_init_lp,test_accuracy,0.61
domain,categorical,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],46,5,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed46/probes/artifacts/domain__layer_5__all_context__series_mean.pt,0.5286458333333334,0.493967459393853,0.4309712441314554,0.3818889437168209,0.4132205513784461,0.3725987752736128,0.4217479674796748,0.4140252163566066,0.4037558685446009,0.393946800976356,0.4022556390977443,0.3945195195195195,0.3451473577235772,0.3202633786728563,0.3523327464788732,0.3169416250917733,0.3409304511278195,0.3152330575207641,,,,,,,,,,,,,,,,,,,,,,,,,,,,random_init_lp,test_accuracy,0.592
shift_risk,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],46,5,final_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed46/probes/artifacts/shift_risk__layer_5__final_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.4904591224688133,57903.666588968605,29980.43562385033,-0.4697414114809839,84818.32341210374,39375.48247752005,-0.1618877430621863,107396.1290453254,44334.2280203916,0.1548666971629352,74572.57808356936,27719.73527178471,0.0058621895425796,69757.7579940481,25943.95437956583,0.0832713984923001,95395.29021969512,30522.844851543898,-0.1147277517144687,85644.79148923306,33470.25500392334,-0.1941406830634602,76453.42841557552,34177.75944814523,-0.0635760495362378,102752.12622826642,39870.92475099288,random_init_lp,test_r2,0.165
coordination,continuous,linear_probe,Datadog/Toto-Open-Base-1.0,random_init,frozen,,full,[],46,11,all_context,series_mean,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_random_init_seed46/probes/artifacts/coordination__layer_11__all_context__series_mean.pt,,,,,,,,,,,,,,,,,,,0.091588222730146,0.4331997759914889,0.3928020706183862,-0.0560599426718975,0.4696637713382131,0.4255227783270514,-0.0394394506539179,0.4658484838367974,0.4240966392909415,0.0735943736778168,0.4374691550570475,0.4036339175709119,0.0788828945410256,0.4386318867482515,0.4043341742866548,0.0803474425611439,0.4381844684755137,0.4046978408424573,-0.0372470313224149,0.4629008151956366,0.4289483860285923,-0.0448885803876926,0.4671730350760144,0.4324652738597024,-0.0455501113303384,0.4672157931830277,0.4342559576575911,random_init_lp,test_r2,0.122
cardinality_bucket,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],46,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed46/probes/artifacts/cardinality_bucket__fno__window.pt,0.9743589743589745,0.9677249061464336,0.9685714285714284,0.952232250077885,0.9627507163323782,0.934409077024658,0.7692307692307693,0.638472371220336,0.7638095238095238,0.6362404065606292,0.7516714422158548,0.6147733734729577,0.1066997518610421,0.127188599464244,0.1104761904761904,0.1326877885889724,0.1117478510028653,0.1310619169320776,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
domain,categorical,fno,Datadog/Toto-Open-Base-1.0,pretrained,frozen,,,[],46,-2,window,window,/scratch/rianatri/toto-interp/runs/pr2_operational_issue3/operational_fno_seed46/probes/artifacts/domain__fno__window.pt,0.5853658536585366,0.5558292763715983,0.488262910798122,0.4097062794857689,0.4812030075187969,0.4257332385038352,0.4227642276422764,0.414888887778288,0.4025821596244131,0.3930072918267865,0.4035087719298245,0.3959920588611218,0.4197154471544715,0.2991748432577431,0.4166666666666667,0.2994824098931869,0.4323308270676692,0.316139595594356,,,,,,,,,,,,,,,,,,,,,,,,,,,,fno,,
