label,epoch,field,n,mean,ci_half,run_arm
coordination,8.0,train_loss,5,0.1916740115500098,0.003114532615150049,fno
coordination,8.0,val_loss,5,0.2044328683031344,0.0056417995384224345,fno
coordination,9.0,epoch_time_s,5,0.30653203440015203,0.05558607833041483,fno
coordination,9.0,train_loss,5,0.190310864112317,0.0037587702683670324,fno
coordination,9.0,val_loss,5,0.20150436293670357,0.005340993917962088,fno
coordination,10.0,epoch_time_s,5,0.35503112580045126,0.13403089203774596,fno
coordination,10.0,train_loss,5,0.18715613765661407,0.001949976156749573,fno
coordination,10.0,val_loss,5,0.2029189848706338,0.005478184834576012,fno
coordination,11.0,epoch_time_s,5,0.4660009930084925,0.3476221637095353,fno
coordination,11.0,train_loss,5,0.18497067407097348,0.0019316021803518532,fno
coordination,11.0,val_loss,5,0.20368208653934036,0.006577087937351214,fno
coordination,12.0,epoch_time_s,5,0.30672944379621186,0.05550747912129011,fno
coordination,12.0,train_loss,5,0.18176589207768673,0.0012569155596559537,fno
coordination,12.0,val_loss,5,0.20353772892304822,0.008563275290828117,fno
coordination,13.0,epoch_time_s,5,0.3655642620055005,0.14871560830212807,fno
coordination,13.0,train_loss,5,0.17972286743444799,0.0019431748318108,fno
coordination,13.0,val_loss,5,0.20301678935814543,0.010576781165198262,fno
coordination,14.0,epoch_time_s,5,0.3157666857994627,0.06856463823569527,fno
coordination,14.0,train_loss,5,0.17735669547806351,0.002604790524736738,fno
coordination,14.0,val_loss,5,0.20552924109757048,0.00794663293301851,fno
coordination,15.0,epoch_time_s,5,0.31423309741076083,0.0653730340813122,fno
coordination,15.0,train_loss,5,0.17529652181216168,0.002136135098903137,fno
coordination,15.0,val_loss,5,0.20205555153165813,0.006877177141657124,fno
coordination,16.0,epoch_time_s,5,0.31553966079954987,0.06656864412844755,fno
coordination,16.0,train_loss,5,0.17269603457791458,0.003315075616897044,fno
coordination,16.0,val_loss,5,0.20492238207579433,0.0075273842105823,fno
current_burstiness,1.0,epoch_time_s,5,0.30808609559899197,0.055309458527985314,fno
current_burstiness,1.0,train_loss,5,12112227402318.965,2845808817609.9297,fno
current_burstiness,1.0,val_loss,5,12783582642670.318,3981900366603.1333,fno
current_burstiness,2.0,epoch_time_s,5,0.3152884466049727,0.053319306975593644,fno
current_burstiness,2.0,train_loss,5,12233573525679.072,2929787122921.271,fno
current_burstiness,2.0,val_loss,5,12782538773557.742,3981539084382.0815,fno
current_burstiness,3.0,epoch_time_s,5,0.3556189285998698,0.1301400751375793,fno
current_burstiness,3.0,train_loss,5,12131022329383.672,2888412586269.515,fno
current_burstiness,3.0,val_loss,5,12765921528121.693,3977011901943.6763,fno
current_burstiness,4.0,epoch_time_s,5,0.30577883779187687,0.05739285761914586,fno
current_burstiness,4.0,train_loss,5,12065725045691.31,2817138219132.445,fno
current_burstiness,4.0,val_loss,5,12663332265063.104,3947107300660.8794,fno
current_burstiness,5.0,epoch_time_s,5,0.3070662811980583,0.056193598779993116,fno
current_burstiness,5.0,train_loss,5,11856862620171.7,2858703483993.9023,fno
current_burstiness,5.0,val_loss,5,12401144651561.479,3901120841204.8447,fno
current_burstiness,6.0,epoch_time_s,5,0.30746479019289835,0.05589638706331416,fno
current_burstiness,6.0,train_loss,5,11502259407190.996,2767128347236.8555,fno
current_burstiness,6.0,val_loss,5,12152700998296.748,3874873508333.0815,fno
current_burstiness,7.0,epoch_time_s,5,0.43293398878886363,0.2835581219665456,fno
current_burstiness,7.0,train_loss,5,11320344481288.012,2828363352151.586,fno
current_burstiness,7.0,val_loss,5,12067289943534.232,3834936695975.86,fno
current_burstiness,8.0,epoch_time_s,5,0.37992432540049775,0.18203904789854986,fno
current_burstiness,8.0,train_loss,5,11021233613085.021,2695794239166.57,fno
current_burstiness,8.0,val_loss,5,12014047482639.77,3810046140699.197,fno
current_burstiness,9.0,epoch_time_s,5,0.33324330901377835,0.09681895503223013,fno
current_burstiness,9.0,train_loss,5,10982959396183.627,2616575374655.7417,fno
current_burstiness,9.0,val_loss,5,11977681848008.615,3792221848970.896,fno
current_burstiness,10.0,epoch_time_s,5,0.3173674527963158,0.05131584534167604,fno
current_burstiness,10.0,train_loss,5,10806289958178.734,2660709478232.7065,fno
current_burstiness,10.0,val_loss,5,11944598613051.98,3782361170231.2246,fno
current_burstiness,11.0,epoch_time_s,5,0.32946736800367943,0.08483458139259097,fno
current_burstiness,11.0,train_loss,5,10791354891834.316,2584820647791.065,fno
current_burstiness,11.0,val_loss,5,11906201948616.385,3774044899092.7437,fno
current_burstiness,12.0,epoch_time_s,5,0.3073817441938445,0.056230859875036045,fno
current_burstiness,12.0,train_loss,5,10699267134246.787,2640745124593.194,fno
current_burstiness,12.0,val_loss,5,11868840885593.064,3754763131864.2163,fno
current_burstiness,13.0,epoch_time_s,5,0.3157604280044325,0.0666086907390538,fno
current_burstiness,13.0,train_loss,5,10521645287411.152,2650047832088.0063,fno
current_burstiness,13.0,val_loss,5,11836648404665.559,3741637661408.5117,fno
current_burstiness,14.0,epoch_time_s,5,0.3476232223969419,0.12016944837979737,fno
current_burstiness,14.0,train_loss,5,10427142259140.98,2643138513355.0464,fno
current_burstiness,14.0,val_loss,5,11797199139531.525,3734016314714.31,fno
current_burstiness,15.0,epoch_time_s,5,0.30853217839612623,0.05578310526636383,fno
current_burstiness,15.0,train_loss,5,10320162164738.105,2655756958486.6675,fno
current_burstiness,15.0,val_loss,5,11763911764138.496,3721209318989.6704,fno
current_burstiness,16.0,epoch_time_s,5,0.43554853839450514,0.287790012799111,fno
current_burstiness,16.0,train_loss,5,10215342967515.355,2657388125266.4385,fno
current_burstiness,16.0,val_loss,5,11735004136181.145,3714625380837.69,fno
current_sparsity,1.0,epoch_time_s,5,0.499284379609162,0.2590149836072914,fno
current_sparsity,1.0,train_loss,5,0.0121589693101757,0.00774715267289214,fno
current_sparsity,1.0,val_loss,5,0.0044789803583546745,0.003091047439167411,fno
current_sparsity,2.0,epoch_time_s,5,0.46469654380343856,0.3515540227869195,fno
current_sparsity,2.0,train_loss,5,0.011260839930297667,0.006716331835075307,fno
current_sparsity,2.0,val_loss,5,0.00462150331944274,0.0029403334944623147,fno
current_sparsity,3.0,epoch_time_s,5,0.42211468220339154,0.2696157279303541,fno
current_sparsity,3.0,train_loss,5,0.011398854769697164,0.006568097881844148,fno
current_sparsity,3.0,val_loss,5,0.004552872097338104,0.0030236285517109725,fno
current_sparsity,4.0,epoch_time_s,5,0.4233531672041863,0.27266711655500103,fno
current_sparsity,4.0,train_loss,5,0.011236948990670893,0.006457356887436459,fno
current_sparsity,4.0,val_loss,5,0.0045403497075729386,0.0029648255058276674,fno
current_sparsity,5.0,epoch_time_s,5,0.3058480424049776,0.05911373181957446,fno
current_sparsity,5.0,train_loss,5,0.010946490789403861,0.0064065906678397,fno
current_sparsity,5.0,val_loss,5,0.0046450705499234265,0.002892568355098597,fno
current_sparsity,6.0,epoch_time_s,5,0.3337988708051853,0.10194675707090568,fno
current_sparsity,6.0,train_loss,5,0.01051480719554148,0.005935598716152639,fno
current_sparsity,6.0,val_loss,5,0.004854832020816245,0.0025505854180112087,fno
current_sparsity,7.0,epoch_time_s,5,0.31535839099669827,0.07172812203811173,fno
current_sparsity,7.0,train_loss,5,0.009701272680412317,0.005002268080605289,fno
current_sparsity,7.0,val_loss,5,0.007006454701563783,0.0029015023959206958,fno
current_sparsity,8.0,epoch_time_s,5,0.31302267559221947,0.06818052214387799,fno
current_sparsity,8.0,train_loss,5,0.00919566189747851,0.0045069998916550304,fno
current_sparsity,8.0,val_loss,5,0.0058965931434522886,0.0017807055326785643,fno
current_sparsity,9.0,epoch_time_s,5,0.3247064752038568,0.08568675041481282,fno
current_sparsity,9.0,train_loss,5,0.008544703875900273,0.0038716544783612724,fno
current_sparsity,9.0,val_loss,5,0.005806079342533674,0.0024757095859195676,fno
current_sparsity,10.0,epoch_time_s,5,0.30567496140138245,0.058455418515279,fno
current_sparsity,10.0,train_loss,5,0.007889280224269745,0.0032013555921550584,fno
current_sparsity,10.0,val_loss,5,0.005365822130897045,0.0019124526781809713,fno
current_sparsity,11.0,epoch_time_s,5,0.3190627740055788,0.07797562187838258,fno
current_sparsity,11.0,train_loss,5,0.007518564473416034,0.0030425332725935927,fno
current_sparsity,11.0,val_loss,5,0.006104995116628097,0.001646354272619112,fno
current_sparsity,12.0,epoch_time_s,5,0.3607379847904667,0.15011407414365585,fno
current_sparsity,12.0,train_loss,5,0.007173055418208636,0.0028347616219374944,fno
current_sparsity,12.0,val_loss,5,0.005722741508857475,0.0016445156877292087,fno
current_sparsity,13.0,epoch_time_s,5,0.4922170232108328,0.40292091695177384,fno
current_sparsity,13.0,train_loss,5,0.006719678232183337,0.002497234836663845,fno
current_sparsity,13.0,val_loss,5,0.00552733512954923,0.001455751335497736,fno
current_sparsity,14.0,epoch_time_s,5,0.33813272060942834,0.11101187172253377,fno
current_sparsity,14.0,train_loss,5,0.006237930242753079,0.0022638077506650454,fno
current_sparsity,14.0,val_loss,5,0.006053527468108425,0.001389182450444574,fno
current_sparsity,15.0,epoch_time_s,5,0.3626314536028076,0.15421301838633464,fno
current_sparsity,15.0,train_loss,5,0.005887448463473925,0.0022850135029448943,fno
current_sparsity,15.0,val_loss,5,0.005310766198163455,0.0017163356955859504,fno
current_sparsity,16.0,epoch_time_s,5,0.30637694519245995,0.05979697263507024,fno
current_sparsity,16.0,train_loss,5,0.005656851256044317,0.0020799257533160483,fno
current_sparsity,16.0,val_loss,5,0.005653318503472331,0.001300952537522326,fno
domain,1.0,epoch_time_s,5,0.30478867060155607,0.11515439536042767,fno
domain,1.0,train_loss,5,1.1005182970708538,0.0014757613665088572,fno
domain,1.0,val_loss,5,1.0955529652137412,0.004668296511555281,fno
domain,2.0,epoch_time_s,5,0.2800558634102345,0.09296861485390845,fno
domain,2.0,train_loss,5,1.0972129938979212,0.0013321400810860503,fno
domain,2.0,val_loss,5,1.0889124922335407,0.004764698386264976,fno
domain,3.0,epoch_time_s,5,0.2553484897944145,0.05406852913213353,fno
domain,3.0,train_loss,5,1.0887775223192324,0.008695286665999377,fno
domain,3.0,val_loss,5,1.0872625386388364,0.007034684140370206,fno
domain,4.0,epoch_time_s,5,0.26257246199529616,0.06413291722420184,fno
domain,4.0,train_loss,5,1.0778032643042974,0.010529042030067427,fno
domain,4.0,val_loss,5,1.0901371593457285,0.01135769198071834,fno
domain,5.0,epoch_time_s,5,0.25921292540733704,0.06107341468262736,fno
domain,5.0,train_loss,5,1.066207936967943,0.010786774411949142,fno
domain,5.0,val_loss,5,1.0898635012038833,0.01053395078019054,fno
domain,6.0,epoch_time_s,5,0.35052238140488046,0.22101003432164176,fno
domain,6.0,train_loss,5,1.0512356952425423,0.015895311234881658,fno
domain,6.0,val_loss,5,1.1042973755642715,0.011426109280590124,fno
domain,7.0,epoch_time_s,5,0.2541133883991279,0.05293487946937677,fno
domain,7.0,train_loss,5,1.039560972920486,0.025686611694587008,fno
domain,7.0,val_loss,5,1.1188818093404294,0.03413059892444834,fno
domain,8.0,epoch_time_s,5,0.2545398318034131,0.05457316895183185,fno
domain,8.0,train_loss,5,1.0200564761509803,0.029432516230702258,fno
domain,8.0,val_loss,5,1.138524945069707,0.03640381358125947,fno
domain,9.0,epoch_time_s,5,0.2550973033998162,0.053822865585682445,fno
domain,9.0,train_loss,5,1.0034375844010963,0.03284030740501477,fno
domain,9.0,val_loss,5,1.15112079760195,0.0592485320282403,fno
domain,10.0,epoch_time_s,5,0.2574547387950588,0.052629565002791256,fno
domain,10.0,train_loss,5,0.990484027874585,0.03170755695591508,fno
domain,10.0,val_loss,5,1.186838436661302,0.05859898979300279,fno
domain,11.0,epoch_time_s,5,0.2543553457944654,0.05360785107619071,fno
domain,11.0,train_loss,5,0.9698599863505011,0.02922035968314513,fno
domain,11.0,val_loss,5,1.2208228725087515,0.06527430522166411,fno
domain,12.0,epoch_time_s,5,0.25450939500005915,0.05252261059445572,fno
domain,12.0,train_loss,5,0.9487074237105879,0.02155063090125422,fno
domain,12.0,val_loss,5,1.2384249748184815,0.06567798482072897,fno
domain,13.0,epoch_time_s,5,0.25392665739636866,0.053059687901888294,fno
domain,13.0,train_loss,5,0.9258767230519753,0.023124553737110563,fno
domain,13.0,val_loss,5,1.3123849390804632,0.08193980548320555,fno
domain,14.0,epoch_time_s,5,0.3600937755953055,0.24333355850235636,fno
domain,14.0,train_loss,5,0.9113772558144122,0.02558819462169376,fno
domain,14.0,val_loss,5,1.3327160788329417,0.07940261477338297,fno
domain,15.0,epoch_time_s,5,0.4096715501975268,0.33615170187310184,fno
domain,15.0,train_loss,5,0.8917517064230995,0.02741860031901124,fno
domain,15.0,val_loss,5,1.377773184944446,0.10275774419118595,fno
domain,16.0,epoch_time_s,5,0.3409443300100975,0.2068714601365588,fno
domain,16.0,train_loss,5,0.8871826364449238,0.042288591972645805,fno
domain,16.0,val_loss,5,1.4292547179587374,0.09788623571055348,fno
frequency_bucket,1.0,epoch_time_s,5,0.33032246520160696,0.06383495172860984,fno
frequency_bucket,1.0,train_loss,5,0.9059201601945244,0.012117447392041425,fno
frequency_bucket,1.0,val_loss,5,0.6901430543626652,0.016935136434522675,fno
frequency_bucket,2.0,epoch_time_s,5,0.31182530579390005,0.06373668394000281,fno
frequency_bucket,2.0,train_loss,5,0.7002929538797518,0.004083417239459938,fno
frequency_bucket,2.0,val_loss,5,0.6841631247942911,0.0030431678413953846,fno
frequency_bucket,3.0,epoch_time_s,5,0.3884314508119132,0.1585459073268811,fno
frequency_bucket,3.0,train_loss,5,0.6962813723221812,0.005099466026034892,fno
frequency_bucket,3.0,val_loss,5,0.6822186931045038,0.002813928975431285,fno
frequency_bucket,4.0,epoch_time_s,5,0.5298063299967908,0.4197551310723129,fno
frequency_bucket,4.0,train_loss,5,0.6927305198840108,0.0036019689697705357,fno
frequency_bucket,4.0,val_loss,5,0.6832768497389733,0.0045376140237221455,fno
frequency_bucket,5.0,epoch_time_s,5,0.5841537541942671,0.4227282900254102,fno
frequency_bucket,5.0,train_loss,5,0.6900899787095913,0.003001484963209859,fno
frequency_bucket,5.0,val_loss,5,0.6804869487202831,0.003188107530172427,fno
frequency_bucket,6.0,epoch_time_s,5,0.5143879794050008,0.40848978302440425,fno
frequency_bucket,6.0,train_loss,5,0.6806288889552181,0.007393511916204585,fno
frequency_bucket,6.0,val_loss,5,0.6887089992321861,0.009484912536522148,fno
frequency_bucket,7.0,epoch_time_s,5,0.6155940614000428,0.44283521997012043,fno
frequency_bucket,7.0,train_loss,5,0.6687854440794302,0.02196748315796783,fno
frequency_bucket,7.0,val_loss,5,0.6997234801673667,0.016746507331307413,fno
frequency_bucket,8.0,epoch_time_s,5,0.49606315679848195,0.4132183375090694,fno
frequency_bucket,8.0,train_loss,5,0.6474789767115616,0.027084009371584682,fno
frequency_bucket,8.0,val_loss,5,0.6977931433752476,0.03716059789404918,fno
frequency_bucket,9.0,epoch_time_s,5,0.4985103606071789,0.4122318528785272,fno
frequency_bucket,9.0,train_loss,5,0.6256049120965456,0.030689747797251355,fno
frequency_bucket,9.0,val_loss,5,0.7304957990228013,0.07716054256810413,fno
frequency_bucket,10.0,epoch_time_s,5,0.5043485956033692,0.4099262447108184,fno
frequency_bucket,10.0,train_loss,5,0.6075312350324068,0.030721918259122957,fno
frequency_bucket,10.0,val_loss,5,0.7810496958828219,0.1395707759907936,fno
frequency_bucket,11.0,epoch_time_s,5,0.5141018212016206,0.4080887904428958,fno
frequency_bucket,11.0,train_loss,5,0.5871253147360973,0.0335865407455647,fno
frequency_bucket,11.0,val_loss,5,0.7980820376667699,0.1546231090799185,fno
frequency_bucket,12.0,epoch_time_s,5,0.4974065312067978,0.41246690542657705,fno
frequency_bucket,12.0,train_loss,5,0.5743746926258199,0.02939705218922919,fno
frequency_bucket,12.0,val_loss,5,0.7740177043354287,0.12842854506484525,fno
frequency_bucket,13.0,epoch_time_s,5,0.7922559216036461,0.6765733002012113,fno
frequency_bucket,13.0,train_loss,5,0.558364923719741,0.027214509025358918,fno
frequency_bucket,13.0,val_loss,5,0.8153648044716979,0.16985657477945446,fno
frequency_bucket,14.0,epoch_time_s,5,0.4549324834020808,0.3136933514862218,fno
frequency_bucket,14.0,train_loss,5,0.5493744471535053,0.02707044299857528,fno
frequency_bucket,14.0,val_loss,5,0.876290930707565,0.23762527665519506,fno
frequency_bucket,15.0,epoch_time_s,5,0.31663083839812317,0.07211168791583705,fno
frequency_bucket,15.0,train_loss,5,0.5379754001029697,0.021046581529103648,fno
frequency_bucket,15.0,val_loss,5,0.8917477445404502,0.21458590652299767,fno
frequency_bucket,16.0,epoch_time_s,5,0.31812413259176536,0.07217667345642957,fno
frequency_bucket,16.0,train_loss,5,0.5287927530572556,0.014795039007663636,fno
frequency_bucket,16.0,val_loss,5,0.9124679111857275,0.23103679001183647,fno
future_burstiness,1.0,epoch_time_s,5,0.371069791802438,0.16086404283100328,fno
future_burstiness,1.0,train_loss,5,16294392591120.266,4461516117850.938,fno
future_burstiness,1.0,val_loss,5,18069616370847.51,9573946018594.57,fno
future_burstiness,2.0,epoch_time_s,5,0.30586577219655736,0.05706815046014344,fno
future_burstiness,2.0,train_loss,5,16363220161782.65,4440951079895.907,fno
future_burstiness,2.0,val_loss,5,18068745804332.14,9573474838489.953,fno
future_burstiness,3.0,epoch_time_s,5,0.3055866664042696,0.0571862340060572,fno
future_burstiness,3.0,train_loss,5,16329863858287.36,4423002473573.429,fno
future_burstiness,3.0,val_loss,5,18053958463125.48,9568235007453.127,fno
future_burstiness,4.0,epoch_time_s,5,0.31713826779741794,0.07073125631469383,fno
future_burstiness,4.0,train_loss,5,16264229961453.834,4437756737124.866,fno
future_burstiness,4.0,val_loss,5,17959138790347.004,9537446462850.639,fno
future_burstiness,5.0,epoch_time_s,5,0.30675442739739084,0.05769658197040706,fno
future_burstiness,5.0,train_loss,5,16664312791662.64,4584716935646.839,fno
future_burstiness,5.0,val_loss,5,17695325915220.15,9464909600454.555,fno
future_burstiness,6.0,epoch_time_s,5,0.3124189313966781,0.06353252453662606,fno
future_burstiness,6.0,train_loss,5,15665854296714.723,4478539210802.861,fno
future_burstiness,6.0,val_loss,5,17344006358321.027,9322866995598.27,fno
future_burstiness,7.0,epoch_time_s,5,0.3125643303967081,0.05336608613104167,fno
future_burstiness,7.0,train_loss,5,15282250951764.082,4460832208632.747,fno
future_burstiness,7.0,val_loss,5,17125277197096.285,9229630060993.682,fno
future_burstiness,8.0,epoch_time_s,5,0.3112862816080451,0.05976662910667677,fno
future_burstiness,8.0,train_loss,5,15103800370607.172,4306769694490.519,fno
future_burstiness,8.0,val_loss,5,17030144649835.074,9186022130665.426,fno
future_burstiness,9.0,epoch_time_s,5,0.3068123027915135,0.056544928036038986,fno
future_burstiness,9.0,train_loss,5,14951311757377.963,4232162577114.946,fno
future_burstiness,9.0,val_loss,5,16975125550445.137,9124108688447.4,fno
future_burstiness,10.0,epoch_time_s,5,0.3062863237981219,0.05676240974456336,fno
future_burstiness,10.0,train_loss,5,14666766031986.441,4198678737648.517,fno
future_burstiness,10.0,val_loss,5,16932109494666.396,9110185719160.824,fno
future_burstiness,11.0,epoch_time_s,5,0.3054856220027432,0.057020828490752344,fno
future_burstiness,11.0,train_loss,5,14543399179775.928,4138527501128.571,fno
future_burstiness,11.0,val_loss,5,16902812878831.45,9084978231900.521,fno
future_burstiness,12.0,epoch_time_s,5,0.30524887279607354,0.05738229877903686,fno
future_burstiness,12.0,train_loss,5,14377505365528.176,4099266788723.373,fno
future_burstiness,12.0,val_loss,5,16880033106102.979,9060330997625.55,fno
future_burstiness,13.0,epoch_time_s,5,0.30688446679268966,0.0570973036348927,fno
future_burstiness,13.0,train_loss,5,14244266853624.021,4053544583836.307,fno
future_burstiness,13.0,val_loss,5,16846468665128.562,9034935063868.611,fno
future_burstiness,14.0,epoch_time_s,5,0.42861913179513067,0.2758497221316728,fno
future_burstiness,14.0,train_loss,5,14107771317810.223,4001007807957.467,fno
future_burstiness,14.0,val_loss,5,16811727665514.322,9019365355301.836,fno
future_burstiness,15.0,epoch_time_s,5,0.3150835018081125,0.06812524108646689,fno
future_burstiness,15.0,train_loss,5,13956395666819.799,3965038343051.0947,fno
future_burstiness,15.0,val_loss,5,16795130232770.895,9013675384296.316,fno
future_burstiness,16.0,epoch_time_s,5,0.3141862969961949,0.06586841167676605,fno
future_burstiness,16.0,train_loss,5,13797329418004.762,3901328738118.181,fno
future_burstiness,16.0,val_loss,5,16757588833246.432,9001315617698.006,fno
future_sparsity,1.0,epoch_time_s,5,0.39457232019049115,0.16975747879150943,fno
future_sparsity,1.0,train_loss,5,0.012159015699731615,0.007747172606301627,fno
future_sparsity,1.0,val_loss,5,0.004478339338361605,0.0030897733235509877,fno
future_sparsity,2.0,epoch_time_s,5,0.3213629588019103,0.07694316667417293,fno
future_sparsity,2.0,train_loss,5,0.011260899450869898,0.006716358820107688,fno
future_sparsity,2.0,val_loss,5,0.004620860961383461,0.0029390203287989578,fno
future_sparsity,3.0,epoch_time_s,5,0.3078386294073425,0.05722507330229943,fno
future_sparsity,3.0,train_loss,5,0.011398884919027134,0.006568164007532126,fno
future_sparsity,3.0,val_loss,5,0.004552193421920281,0.003022184428790078,fno
future_sparsity,4.0,epoch_time_s,5,0.3108595514146145,0.05448567393911595,fno
future_sparsity,4.0,train_loss,5,0.011237096910634688,0.006457393577363824,fno
future_sparsity,4.0,val_loss,5,0.0045397235537579395,0.002963480928240148,fno
future_sparsity,5.0,epoch_time_s,5,0.30828574459883384,0.056466443056875794,fno
future_sparsity,5.0,train_loss,5,0.010946684513614535,0.006406669783259742,fno
future_sparsity,5.0,val_loss,5,0.004644339059618146,0.0028913405619408867,fno
future_sparsity,6.0,epoch_time_s,5,0.30682107020402327,0.05711309754093594,fno
future_sparsity,6.0,train_loss,5,0.010514994038201006,0.0059355931640688,fno
future_sparsity,6.0,val_loss,5,0.004854296147490143,0.002549323698463643,fno
future_sparsity,7.0,epoch_time_s,5,0.30602176539832726,0.05655335059986278,fno
