epoch,epoch_time_s,train_loss,train_eval_loss,val_loss,train_accuracy,train_macro_f1,val_accuracy,val_macro_f1,seed,label,run_arm,train_r2,train_rmse,train_mae,val_r2,val_rmse,val_mae
12.0,0.26651841300190426,0.06435793641103822,0.04380418180580033,0.16485642442324508,0.986013986013986,0.9829376942873452,0.9666666666666667,0.9460870594096401,42,cardinality_bucket,fno,,,,,,
13.0,0.2715740160201676,0.055796446994429934,0.04527457754047197,0.1498826098938783,0.9891219891219891,0.9891389215030708,0.975,0.959756039894497,42,cardinality_bucket,fno,,,,,,
14.0,0.26645125198410824,0.04729726423802613,0.04234370268682984,0.16185998952326675,0.986013986013986,0.9865869962792457,0.965625,0.9502610205707364,42,cardinality_bucket,fno,,,,,,
15.0,0.2676772660051938,0.043171304936325296,0.023333539351257555,0.13363690480279425,0.9914529914529915,0.9935177834186677,0.971875,0.9560006726168806,42,cardinality_bucket,fno,,,,,,
16.0,0.2697071589936968,0.03395812386175456,0.04206468958557112,0.14860754979308693,0.9883449883449883,0.9913344788021408,0.9697916666666667,0.9566781333365217,42,cardinality_bucket,fno,,,,,,
1.0,0.2728529789892491,0.24374114528850274,0.20595023468320753,0.20714356849590937,,,,,42,coordination,fno,0.010571850595605281,0.4535389936309112,0.42802737026874094,0.008247262976353364,0.4551302980862146,0.42983682403961815
2.0,0.2660179169906769,0.20523012806603938,0.2020344790301205,0.20419132908185322,,,,,42,coordination,fno,0.029782756974934488,0.44911441588350415,0.42019325888425507,0.022382733673391386,0.4518751671842329,0.4235861684506138
3.0,0.2669124089879915,0.20238504512810412,0.1997152563230491,0.20242794180909793,,,,,42,coordination,fno,0.04131308767264574,0.44643773940793524,0.41591539571427893,0.030824712794280118,0.44991990724539127,0.4201658332720399
4.0,0.27120735100470483,0.1999628100498223,0.1974511463884954,0.2009442899376154,,,,,42,coordination,fno,0.051901275924506884,0.44396556050743186,0.41303929656442967,0.037927381521464465,0.44826824087350403,0.4178431463427842
5.0,0.26689336900017224,0.19795813126328551,0.1966301421692342,0.20081732980906963,,,,,42,coordination,fno,0.055304584994398054,0.44316801150046625,0.4114151137020575,0.03853830164394556,0.4481258921712822,0.41683283348878225
6.0,0.2648684910091106,0.19674105096010513,0.1947827755852982,0.20344137996435166,,,,,42,coordination,fno,0.06448454698217543,0.44100953959193384,0.40943407306119095,0.02597655609835492,0.45104383248140517,0.41773020556817453
7.0,0.2674161199829541,0.19390942064332373,0.19243041002823982,0.19927680293718975,,,,,42,coordination,fno,0.07521423554392725,0.43847321524615585,0.40297252597416106,0.04591110372551521,0.44640439778004437,0.412414870907863
8.0,0.2675156519981101,0.19228741232259774,0.18974744657307496,0.19753842080632847,,,,,42,coordination,fno,0.08845689161616199,0.43532249244990934,0.3989385308085622,0.054235976443385625,0.44445258705544577,0.41029905397444966
9.0,0.26749505000771023,0.19127051826612448,0.18825299899887155,0.19614396803081036,,,,,42,coordination,fno,0.0957036064453003,0.43358864529758495,0.3963849420464585,0.060912869169601924,0.442880937927756,0.4085943101905286
10.0,0.2664948409947101,0.18790472795565924,0.18478898225743093,0.19600818989177546,,,,,42,coordination,fno,0.11217310525047297,0.42962213551692063,0.38942235791020924,0.06156376503056604,0.44272742749818933,0.40726637182136377
11.0,0.26774292401387356,0.1861239712179443,0.18207561215500773,0.1960121339807908,,,,,42,coordination,fno,0.1251822757925618,0.42646293139258284,0.38537493981739396,0.06153983102018512,0.442733073153637,0.40614272371555366
12.0,0.26664031800464727,0.18100134678828864,0.17699322178040022,0.19578392431139946,,,,,42,coordination,fno,0.15052465510779778,0.42024048625220345,0.3775940075221456,0.06264489446889698,0.44247233100197125,0.4022007970449825
13.0,0.2713908919831738,0.17803309977422527,0.17368087577231137,0.19307622673610847,,,,,42,coordination,fno,0.16690852702553372,0.41616815558333364,0.37166014664517694,0.07559918467458338,0.43940419982105916,0.3981708539611039
14.0,0.26674190699122846,0.1737867639756497,0.17258311228619683,0.19554270381728808,,,,,42,coordination,fno,0.1709588331781633,0.41515526428926347,0.3637976481115392,0.06379070846420376,0.4422018113150253,0.3965334474729995
15.0,0.2684906710055657,0.1750953550691958,0.17078902434419702,0.1953106635560592,,,,,42,coordination,fno,0.18040951575999054,0.41278219375220504,0.3645237305005484,0.06489599204358654,0.4419407037043489,0.3950671874374772
16.0,0.2704777799954172,0.17184882978966207,0.16794271537183245,0.19280873909592627,,,,,42,coordination,fno,0.19508425398193208,0.4090700771851962,0.3579734736140282,0.07687734196658869,0.4391003154312863,0.39218442381049196
1.0,0.26720624600420706,11776856960796.459,11773509111201.154,11519289064605.387,,,,,42,current_burstiness,fno,-0.05655638014639153,3443231.234867663,796640.0243880313,-0.056875058633330644,3394007.7868666872,787341.5154449989
2.0,0.2667772540007718,11779488614499.086,11772076744030.639,11518073359533.996,,,,,42,current_burstiness,fno,-0.05642786865010785,3443021.8242471777,796922.2110203913,-0.0567635352985123,3393828.7112751515,787655.5345025521
3.0,0.26568445199518465,11764740591020.945,11744572042968.395,11496266378150.533,,,,,42,current_burstiness,fno,-0.05395938275190448,3438996.9297533417,802760.140312869,-0.05476273220047578,3390614.3686480396,794448.9793149024
4.0,0.2655547979811672,11688895030219.062,11579090175987.357,11369493326301.867,,,,,42,current_burstiness,fno,-0.0391060525650464,3414678.2485546153,840177.1884647157,-0.04313166652367473,3371868.0766671696,837102.3404202999
5.0,0.2678250349999871,11450057818364.84,11129242252376.494,11046469925819.732,,,,,42,current_burstiness,fno,0.001300300815331834,3347628.9149730247,965915.7120515492,-0.013495284548403541,3323623.921228808,979279.6337369501
6.0,0.2711451939831022,10896340961355.852,10649723245707.062,10764760270984.533,,,,,42,current_burstiness,fno,0.04447172775392938,3274474.567267194,1176057.806059443,0.012350128085302337,3280971.936782807,1208489.8055610876
7.0,0.26881791598862037,10608782502368.395,10456662837627.26,10705842588876.8,,,,,42,current_burstiness,fno,0.06189717127692995,3244479.792711804,1272911.8473487066,0.017756132536794644,3271980.244831226,1315256.7230191766
8.0,0.2668026130122598,10435631534231.703,10320273500640.395,10672942339959.467,,,,,42,current_burstiness,fno,0.07418663335734577,3223157.843919754,1314942.9039647656,0.020775117168852497,3266948.062758686,1361449.0958921015
9.0,0.2660766960179899,10313962627779.951,10181459615238.32,10649291843174.4,,,,,42,current_burstiness,fno,0.08669420313034515,3201311.6711811796,1355588.0303999218,0.022944262569520313,3263327.6409963244,1405935.6602347274
10.0,0.2703172989713494,10170401196815.803,10054195390337.58,10614813942306.133,,,,,42,current_burstiness,fno,0.09811888267439473,3181225.8147218144,1358320.3200607277,0.026107320087215724,3258041.1152629745,1411001.0768027205
11.0,0.2748088439984713,10049007442855.506,9937371763041.975,10587679149260.8,,,,,42,current_burstiness,fno,0.10861907428536977,3162652.814645028,1370470.7359357867,0.02859796390918179,3253872.3732177108,1424682.6801079016
12.0,0.26496625499567017,10308367850205.234,9777733222602.271,10560357229090.133,,,,,42,current_burstiness,fno,0.12297108455937145,3137088.7619657177,1390623.1697295727,0.031104319743522457,3249671.934573174,1445883.9425988733
13.0,0.26721444400027394,9752212677315.951,9621739297703.506,10544198975488.0,,,,,42,current_burstiness,fno,0.1369900149871498,3111915.2517256415,1412639.5630132775,0.032585152202954215,3247187.632133536,1469522.1156935592
14.0,0.267689635977149,9623126212608.0,9464294368546.766,10492969006967.467,,,,,42,current_burstiness,fno,0.1510739235790397,3086418.318010254,1377359.8038101054,0.037287411628978195,3239286.3070942946,1436387.5617976089
15.0,0.27525135199539363,9452344145945.283,9308230219801.283,10455789693610.666,,,,,42,current_burstiness,fno,0.16505779600657877,3060892.3634152403,1361084.6863204173,0.04069849633327838,3233542.4926265106,1423089.1704638381
16.0,0.2707084409776144,9305811565985.186,9154236997328.592,10430995418316.8,,,,,42,current_burstiness,fno,0.17886303043377516,3035481.942237158,1352336.8602131342,0.04297499759979939,3229703.48273096,1417583.3418756702
1.0,0.33526223999797367,0.017513613138834008,0.01615326490143981,0.00030964701078725436,,,,,42,current_sparsity,fno,-0.005023356229683973,0.12753737802917978,0.02485931625556441,-0.1620033714446718,0.01759729859996089,0.009033853337556744
2.0,0.2608275109960232,0.016136058767356357,0.015970370264071398,0.0005485880765869904,,,,,42,current_sparsity,fno,0.0064962806191598554,0.126804351009816,0.03364037006309006,-1.0585348574185307,0.023421862228227036,0.018476069741882383
3.0,0.26043970699538477,0.01595612496793713,0.015889481489365507,0.0010636980858786651,,,,,42,current_sparsity,fno,0.011841015346812256,0.12646280745747407,0.042659877677880105,-2.991387853152406,0.03261401563226944,0.02864349750840726
4.0,0.26039261498954147,0.01577730646556715,0.015439808224960242,0.001021075391812095,,,,,42,current_sparsity,fno,0.03973254603438148,0.1246652785791768,0.03995659921995618,-2.831363978187014,0.03195354267868621,0.025091177814950547
5.0,0.26046936700004153,0.015322581738237877,0.014791870334136795,0.001017814258557337,,,,,42,current_sparsity,fno,0.07980723066690176,0.1220362391100985,0.03585939961264855,-2.8193585052533647,0.03190344062895703,0.02079219275425809
6.0,0.2603566879988648,0.014764544664721154,0.01400448341658454,0.0016057281340181363,,,,,42,current_sparsity,fno,0.12867274452687094,0.11875176044322154,0.04023837426311185,-5.025841475173844,0.0400729357893458,0.024463634994269037
7.0,0.26028428800054826,0.013218462972872658,0.011773812257654944,0.003049535386374676,,,,,42,current_sparsity,fno,0.2675176587415834,0.1088799685043537,0.03646054048027493,-10.441870193226034,0.05521928991469106,0.023793868167558685
8.0,0.26057196597685106,0.012029987737206945,0.010786875081661785,0.002996062783252758,,,,,42,current_sparsity,fno,0.3289484993821866,0.1042143041234214,0.029258826191058757,-10.24301969447607,0.05473735340304705,0.018624263683644435
9.0,0.2605343309987802,0.011260663761838518,0.011980352687254552,0.0012922449487935714,,,,,42,current_sparsity,fno,0.2546642074606531,0.1098311157969949,0.024785504473782874,-3.8489835098721485,0.0359474147930111,0.01264512743994904
10.0,0.2626099370245356,0.01090067356955932,0.010152493955558136,0.002640340089116459,,,,,42,current_sparsity,fno,0.3683788754594419,0.10110618654315165,0.02878373533577051,-8.90778424709818,0.05138431599361283,0.01906514436705038
11.0,0.2606001789972652,0.009984885502535129,0.009256390151912692,0.0035400350593893866,,,,,42,current_sparsity,fno,0.42414710344256834,0.0965395310453979,0.02735964975825626,-12.28236616055166,0.05949494037152706,0.019525941234314816
12.0,0.26052552298642695,0.00935498574270039,0.008309910923714968,0.005590681348530779,,,,,42,current_sparsity,fno,0.48310623328412805,0.09146397135892632,0.02620708026793708,-19.979187814379678,0.07477159498184577,0.020436653772291417
13.0,0.2603692760167178,0.008560722950705108,0.007643092644201839,0.004303266747244076,,,,,42,current_sparsity,fno,0.524754024477591,0.08770182503375608,0.024603801549331988,-15.146870329152023,0.06559737915948904,0.019158520000443484
14.0,0.2604268040158786,0.008067102032923068,0.007498938020966936,0.0040764281513475,,,,,42,current_sparsity,fno,0.5334294584047399,0.08689765650907447,0.02238809248532379,-14.298744454075964,0.06385136773457786,0.01777708780912993
15.0,0.260469901986653,0.008156445384412547,0.007215561801808409,0.0028982350651252393,,,,,42,current_sparsity,fno,0.5511010166404584,0.0852361289828349,0.02766725787329947,-9.872564856098075,0.0538280085659917,0.021293643817383176
16.0,0.2606642129831016,0.00698340848850174,0.006313088057881773,0.005382513109240487,,,,,42,current_sparsity,fno,0.6072868049156807,0.07972364632878783,0.026090378747137138,-19.183450177006915,0.07333984923341647,0.022923048509983345
1.0,0.22612594600650482,1.0988046079874039,1.0945981498807669,1.0970788672566414,0.3763440860215054,0.18697877444007474,0.32669322709163345,0.16416416416416416,42,domain,fno,,,,,,
2.0,0.21448596101254225,1.0950398929417133,1.08250723592937,1.0880108326673508,0.3734115347018573,0.2571827813021348,0.3107569721115538,0.2061376439536197,42,domain,fno,,,,,,
3.0,0.21565693098818883,1.0753747904673219,1.06006595864892,1.0864589400589466,0.4887585532746823,0.32093828365687316,0.5272244355909694,0.3361483381912664,42,domain,fno,,,,,,
4.0,0.21480900899041444,1.0611399924382567,1.0452268552035093,1.0853112203379471,0.49560117302052786,0.3219237886060537,0.5258964143426295,0.3161985066159978,42,domain,fno,,,,,,
5.0,0.2112344210036099,1.0539510333910584,1.0370330177247524,1.0855033832291763,0.5151515151515151,0.36068537668014344,0.5285524568393094,0.31812637220769835,42,domain,fno,,,,,,
6.0,0.21633012901293114,1.042235909961164,1.0310568446293473,1.1165723589559395,0.5043988269794721,0.36217265097494794,0.5232403718459495,0.3474490411733899,42,domain,fno,,,,,,
7.0,0.21521054799086414,1.0354973152279854,1.0150416493415833,1.1127956310908,0.5239491691104594,0.38085744296041124,0.5298804780876494,0.32690177986820684,42,domain,fno,,,,,,
8.0,0.2144912540097721,1.026292921975255,1.0047919563949108,1.1292828594644864,0.5298142717497556,0.3717184418469334,0.5338645418326693,0.3242019551797853,42,domain,fno,,,,,,
9.0,0.21720708700013347,1.0145933711901307,0.9989640535786748,1.1265127460161846,0.4858260019550342,0.4202222441248498,0.48738379814077026,0.35426016637330743,42,domain,fno,,,,,,
10.0,0.20843201599200256,0.9989974601194263,0.979559890460223,1.2178229490915935,0.5376344086021505,0.4175621757842769,0.5245683930942895,0.3466902986669598,42,domain,fno,,,,,,
11.0,0.2167490900028497,0.9919063160195947,0.9692533160559833,1.2305842774609725,0.4946236559139785,0.4511886023650167,0.44754316069057104,0.3596668394203606,42,domain,fno,,,,,,
12.0,0.2178277859929949,0.962756659835577,0.9377483818680048,1.300561575839917,0.5395894428152492,0.44611768084401815,0.5205843293492696,0.36279197060140483,42,domain,fno,,,,,,
13.0,0.21631675498792902,0.9453030126169324,0.9222235060296953,1.3901761174201965,0.5259042033235581,0.44803314405617906,0.5059760956175299,0.35340195499831917,42,domain,fno,,,,,,
14.0,0.2103132950142026,0.9384636944159865,0.9317527855746448,1.4356051459908485,0.5474095796676441,0.42944885385512,0.5152722443559097,0.32214629325613436,42,domain,fno,,,,,,
15.0,0.2138618959870655,0.9223674349486828,0.9016208215616643,1.4733350612223148,0.5474095796676441,0.45246625113167704,0.5192563081009296,0.3597293947229346,42,domain,fno,,,,,,
16.0,0.21033874500426464,0.9609900554642081,0.9121730085462332,1.4077086274822552,0.5630498533724341,0.464450564032884,0.5205843293492696,0.35470756492127103,42,domain,fno,,,,,,
1.0,0.2786225239979103,0.8929280962473081,0.713179447768647,0.7095446228981018,0.15462315462315462,0.1359900484250744,0.175,0.14893617021276595,42,frequency_bucket,fno,,,,,,
2.0,0.26124053201056086,0.7003292176458571,0.6751947866545783,0.6826138923565547,0.8484848484848485,0.45901639344262296,0.825,0.4520547945205479,42,frequency_bucket,fno,,,,,,
3.0,0.26087331800954416,0.6881756510263608,0.6773446687945613,0.6848044604063034,0.8484848484848485,0.45901639344262296,0.8239583333333333,0.451741861793261,42,frequency_bucket,fno,,,,,,
4.0,0.25984606400015764,0.6875759433081121,0.6677125449533816,0.6807096203168234,0.8484848484848485,0.45901639344262296,0.825,0.4520547945205479,42,frequency_bucket,fno,,,,,,
5.0,0.2613050809886772,0.6912699750176182,0.6580427594390916,0.6776085058848064,0.8484848484848485,0.45901639344262296,0.825,0.4520547945205479,42,frequency_bucket,fno,,,,,,
6.0,0.2605683910078369,0.6829671911251398,0.6544292789918406,0.6716146161158879,0.8523698523698524,0.5031170752324599,0.821875,0.4732366616501785,42,frequency_bucket,fno,,,,,,
7.0,0.26023516000714153,0.6748716639883724,0.6751661948215815,0.6792139718929927,0.34965034965034963,0.347493144619306,0.34791666666666665,0.34768733799643103,42,frequency_bucket,fno,,,,,,
8.0,0.26070572101161815,0.6510331707972067,0.6128803189889884,0.6432608505090077,0.7933177933177933,0.6063224471021159,0.7729166666666667,0.5891927543400938,42,frequency_bucket,fno,,,,,,
9.0,0.2601038239954505,0.6303061037151901,0.5918019826029554,0.640792939066887,0.7933177933177933,0.6244602896007021,0.7645833333333333,0.5942519019442096,42,frequency_bucket,fno,,,,,,
10.0,0.26177338301204145,0.6141976147522161,0.5957355708987625,0.6384457757075628,0.7132867132867133,0.6040472138823555,0.6875,0.5833333333333333,42,frequency_bucket,fno,,,,,,
11.0,0.26077513498603366,0.6066519286897447,0.5650613718194726,0.6378356044491132,0.8003108003108003,0.6496319514254268,0.7645833333333333,0.6016187909012787,42,frequency_bucket,fno,,,,,,
12.0,0.26090858501265757,0.5943251741521153,0.5472178153785658,0.636037798722585,0.8166278166278166,0.6549315616308873,0.7833333333333333,0.608037123407062,42,frequency_bucket,fno,,,,,,
13.0,0.26248659400152974,0.5727886936546843,0.5376878969463301,0.6318055098255475,0.8041958041958042,0.6606779661016949,0.7645833333333333,0.6051683348498635,42,frequency_bucket,fno,,,,,,
14.0,0.26083001799997874,0.5714674536828641,0.5362895085119906,0.6294525732596715,0.7832167832167832,0.651082251082251,0.7489583333333333,0.6115246348388657,42,frequency_bucket,fno,,,,,,
15.0,0.2610554260027129,0.5546366458321795,0.5429507381754157,0.6450823257366817,0.7443667443667443,0.6343285837781634,0.690625,0.5810256583578122,42,frequency_bucket,fno,,,,,,
16.0,0.2606632149836514,0.5438954086951268,0.524379438088264,0.6268036107222239,0.7676767676767676,0.6529367253233089,0.7291666666666666,0.6078209551822312,42,frequency_bucket,fno,,,,,,
1.0,0.2675309939950239,16062155822295.783,16057601404201.883,12650102411308.201,,,,,42,future_burstiness,fno,-0.04514074405717716,4021180.420176746,835703.1176812254,-0.06312263598923207,3556698.2244275045,866660.4692456123
2.0,0.26301462698029354,16062346950286.754,16056555225229.105,12649254807611.035,,,,,42,future_burstiness,fno,-0.04507268603982828,4021049.49138854,835874.3196378192,-0.06305144530219797,3556579.137494065,866853.1150753493
3.0,0.26317622800706886,16059979778299.791,16028973177213.531,12627849622445.334,,,,,42,future_burstiness,fno,-0.043277425721836904,4017594.261174888,841248.5536322555,-0.06125252181368168,3553568.595157801,873044.6452910219
4.0,0.2636206719907932,15966494199250.766,15856827849886.025,12499575808345.6,,,,,42,future_burstiness,fno,-0.03207072794448096,3995957.8645761395,877046.2866314234,-0.05047225861160509,3535473.85051383,913836.2336371953
5.0,0.2630072729953099,18770430831691.85,15388693446858.271,12164756579601.066,,,,,42,future_burstiness,fno,-0.001575388516675602,3936479.4805137925,1000415.349851752,-0.022334599538931688,3487802.342907148,1051317.839588886
6.0,0.2656361369881779,15107905803908.74,14933813730215.506,11903011834265.6,,,,,42,future_burstiness,fno,0.028109168930737116,3877706.3009707024,1167367.0546243694,-0.000336683374968727,3450074.180986973,1231747.8072487726
7.0,0.2672763289883733,14840618735337.877,14651827149330.963,11811543287398.4,,,,,42,future_burstiness,fno,0.04657114368915394,3840699.385267118,1313785.572263956,0.007351176031526796,3436791.2319117323,1389784.8140633479
8.0,0.267093525006203,14622674014359.703,14499328369347.951,11776530173132.8,,,,,42,future_burstiness,fno,0.05654272627608059,3820562.322106259,1364167.209959553,0.01029319369495818,3431694.4629330575,1445966.2004565771
9.0,0.2655938820098527,14461884862008.889,14342117873790.42,11765632629691.732,,,,,42,future_burstiness,fno,0.06683790897191555,3799659.796358632,1426165.2848878663,0.011207766758454585,3430108.5080313697,1514731.5870490605
10.0,0.2648108479916118,14335770167675.26,14200929447986.568,11733795891882.666,,,,,42,future_burstiness,fno,0.076041671466898,3780875.372646212,1433299.256988777,0.013883859476236049,3425463.696272643,1525775.4910834844
11.0,0.2669851969985757,14216375853561.68,14068819385255.506,11706023860633.6,,,,,42,future_burstiness,fno,0.0846483934326302,3763224.6424718103,1439178.0578657296,0.01621584528994513,3421410.998709835,1534961.036549335
12.0,0.26345061598112807,14045608958887.506,13902104194718.025,11687770253994.666,,,,,42,future_burstiness,fno,0.09553692644215395,3740775.02705343,1468162.4403394298,0.01775119861382335,3418740.1252810108,1568727.8992713506
13.0,0.2660794109979179,13910180342442.666,13727426914986.666,11664202851942.4,,,,,42,future_burstiness,fno,0.10692676299666226,3717146.7525526676,1480364.2294903288,0.019731286946668924,3415292.5148415426,1585564.2303523596
14.0,0.2660870850086212,13743360542694.717,13586059747429.137,11631848397209.6,,,,,42,future_burstiness,fno,0.11611597436644183,3697973.65095027,1465665.7553231386,0.02244955315379582,3410553.9574909275,1574518.3562352075
15.0,0.2626008829975035,13560142872778.271,13377096071395.555,11600567094476.8,,,,,42,future_burstiness,fno,0.12973165866617709,3669380.6157462327,1473655.38772096,0.025078950602328565,3405964.0458822553,1589759.2078884998
16.0,0.2673357139865402,13338203834949.531,13161354637160.297,11585320303547.732,,,,,42,future_burstiness,fno,0.1437815057867492,3639640.3578499886,1476541.297993305,0.026358906882393063,3403727.4971456677,1600198.4134276926
1.0,0.26834360798238777,0.017513846486115564,0.01615354661241585,0.0003096372563353119,,,,,42,future_sparsity,fno,-0.005023197647947786,0.12753837968126264,0.024859442036937584,-0.16196982927022519,0.01759704461794435,0.009033115819329396
2.0,0.2612934019998647,0.016136326821494695,0.015970674781761143,0.0005486975317277635,,,,,42,future_sparsity,fno,0.006493909531659514,0.1268055082253103,0.033645922369479254,-1.0590974516412315,0.02342506258797236,0.018480797546605268
3.0,0.26487767600337975,0.015956449306413337,0.015890120831174477,0.0010639282962074503,,,,,42,future_sparsity,fno,0.01181534622229119,0.12646545319393845,0.0426672140292667,-2.992412633501911,0.03261820215317063,0.02864968598005362
4.0,0.26494186199852265,0.015777875497013066,0.015440588247858815,0.001021243153081741,,,,,42,future_sparsity,fno,0.039696132229022685,0.12466863118998811,0.039965784739451116,-2.832103625430351,0.03195662685567191,0.025099015914990256
5.0,0.26661575998878106,0.015323511636521334,0.014792882250427889,0.0010174155451143938,,,,,42,future_sparsity,fno,0.07975815443006307,0.12204046142044869,0.0358579533200685,-2.817725779276998,0.03189662074751979,0.020793082440892854
6.0,0.26248773001134396,0.014765292667118362,0.014006443488872236,0.0016058687129164658,,,,,42,future_sparsity,fno,0.1285670803299067,0.11875990270258767,0.040264112342991334,-5.026362107290736,0.04007466690083037,0.024484204118683312
7.0,0.26323180200415663,0.013219151456679007,0.011773199917239074,0.0030462779509434768,,,,,42,future_sparsity,fno,0.2675519491324746,0.10887828361443597,0.036427864980708054,-10.43070827643803,0.05519234923540496,0.02376023432201085
8.0,0.26425982199725695,0.012029649368079485,0.010787583437096472,0.002997904164476495,,,,,42,future_sparsity,fno,0.3289066857138908,0.1042183776296432,0.02927651291998232,-10.249820634819773,0.054753906304582524,0.018647806307611366
9.0,0.26403243700042367,0.011259172921851177,0.011981749072377024,0.0012931256193648248,,,,,42,future_sparsity,fno,0.2545891144238689,0.10983751973348761,0.024794190490318762,-3.8520767967188503,0.03595887883873962,0.012654759909491987
10.0,0.26376139000058174,0.010900223070941004,0.010154611960186029,0.0026441098467330447,,,,,42,future_sparsity,fno,0.36820747013618715,0.10112070654205456,0.028882019496041623,-8.922228148187067,0.05142175724479683,0.01918352457578294
11.0,0.2625477730180137,0.009988911925675994,0.009205596329806729,0.0035708186635019954,,,,,42,future_sparsity,fno,0.4273110007395384,0.09627472184336498,0.028765401934659242,-12.396841903655456,0.059750772636257714,0.021038995772444953
12.0,0.26239194499794394,0.009187643272323638,0.008171938316104107,0.005510819203739932,,,,,42,future_sparsity,fno,0.49167040591684086,0.09070381404051182,0.02598346133225054,-19.678695145365765,0.07423417300796624,0.020294474362162872
13.0,0.26189104601508006,0.008456026132113981,0.007590585593586891,0.003919956108984479,,,,,42,future_sparsity,fno,0.5281290475023258,0.08739055027713571,0.024438076271952682,-13.708578282533628,0.06260768673193691,0.01868933113097834
14.0,0.2630443010129966,0.008118793456369643,0.007770547739328546,0.004669646972494472,,,,,42,future_sparsity,fno,0.5167028635394884,0.08844228674473156,0.03053185368852622,-16.500405971128256,0.06829145583790754,0.025495025657194977
15.0,0.26471302201389335,0.008076389611547418,0.006723003503120034,0.0022506973522771053,,,,,42,future_sparsity,fno,0.5817246304354984,0.08227805143825904,0.022725568798449537,-7.447214794811217,0.047445942492703896,0.01565265651443042
16.0,0.2659303490072489,0.006960306218792943,0.007019440432037457,0.004760655741847586,,,,,42,future_sparsity,fno,0.5634328876472795,0.0840578659856903,0.03649110175313163,-16.864401755432446,0.06899800724555899,0.031492393415343635
1.0,1.709832127991831,1.0993411846649952,1.095802747286283,1.0921757118455295,0.321285140562249,0.1629554893432864,0.38436482084690554,0.18887143605121615,42,metric_type,fno,,,,,,
2.0,0.2589574680023361,1.0732944225653624,1.0440645126196055,1.0445655502122024,0.29076305220883536,0.28197394758749483,0.250814332247557,0.24387019748922023,42,metric_type,fno,,,,,,
3.0,0.25552240398246795,1.0463259510504894,1.035121548634309,1.0421266134442955,0.2971887550200803,0.2856817345069358,0.24647122692725298,0.23553268069145525,42,metric_type,fno,,,,,,
4.0,0.2594983130111359,1.0386296044557521,1.0308211002594385,1.0386539985393655,0.26666666666666666,0.24420147079465213,0.2280130293159609,0.20429026035028341,42,metric_type,fno,,,,,,
5.0,0.261294160009129,1.0325497832053747,1.0237750609715779,1.0358042449786746,0.30522088353413657,0.2881399002047384,0.2747014115092291,0.2661488067848492,42,metric_type,fno,,,,,,
6.0,0.2644123980135191,1.0279146050795531,1.0186823766965132,1.0387699490991131,0.3100401606425703,0.2937153824006197,0.2714440825190011,0.2596666127631739,42,metric_type,fno,,,,,,
7.0,0.2631269099947531,1.021483764434472,1.0083307929528065,1.040941688521155,0.3285140562248996,0.32303383270959846,0.256243213897937,0.2476406548589736,42,metric_type,fno,,,,,,
8.0,0.2656051370140631,1.013952707632994,1.0025444496900608,1.0445858178467586,0.3269076305220884,0.3197922395447708,0.26058631921824105,0.25133262456565214,42,metric_type,fno,,,,,,
