mode,strength,subset,probe_score,wape,mase,wql,median_spread,median_forecast_change,window_count
baseline,0.0,high,0.5867137718952266,0.5407133292361664,15872.198106907774,0.41499211487596593,0.6800769491797238,0.0,571
baseline,0.0,low,0.46016243397685275,106.65765800019193,34.02338343347106,104.85373082131652,0.5335010626434479,0.0,591
baseline,0.0,middle,0.5953106941612623,0.4869839342701891,2.2110693659357286,0.38052512153997337,0.6804428717231676,0.0,262
steer,-0.05,high,0.5959686325853217,0.5400749248076159,15872.126670524654,0.4214185126028562,0.7067154035911669,0.07953502537953609,571
steer,-0.05,low,0.48807286071494954,106.21943859764565,33.944567404078335,158.2961620952046,0.5557369491906424,0.06959343956660892,591
steer,-0.05,middle,0.6078347307807617,0.4852490228747245,2.209612434347907,0.3865951792148603,0.7110860099045574,0.07170469723535232,262
steer,-0.02,high,0.591756198901011,0.5412993352274246,15871.942353358949,0.4153611669707318,0.6877140833542807,0.07657872875225763,571
steer,-0.02,low,0.5007303049519986,106.50673439368393,33.994471226313536,104.1962624613901,0.5406145866560024,0.06773388144171516,591
steer,-0.02,middle,0.6004124719450492,0.4859281891057216,2.2112558345359576,0.38085480889959533,0.6877661378981318,0.06973740364423107,262
steer,0.02,high,0.5890021596084334,0.5415263054166084,15872.223418727603,0.4169704457473286,0.6766780058876978,0.07750328396088786,571
steer,0.02,low,0.46185504366500324,101.55846305842542,33.805226536543955,101.62067166635507,0.5474602131664678,0.06737270969112542,591
steer,0.02,middle,0.5940217345042993,0.4892139262680075,2.2158283829255674,0.3850064042116736,0.6900618226820148,0.06946961587672175,262
steer,0.05,high,0.5923816656690554,0.5455123501414028,15872.211770794956,0.4188634463360728,0.6713346246745757,0.07973438380508327,571
steer,0.05,low,0.46345944891726304,107.2782467549106,34.56842383696622,104.34341231321592,0.534426086297016,0.06835044435617024,591
steer,0.05,middle,0.5983589103886189,0.49129680674217774,2.226028897595646,0.3841324269625835,0.6813808147562668,0.0718852575426923,262
